Country,City,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM_25_AQI_Value,PM_25_AQI_Category,lat,lng
5,7644,116,5,3,1,11,1,31,1,116,5,40.7928,-74.0049
78,7645,53,1,2,1,16,1,1,1,53,1,-20.9389,29.0186
23,7646,38,2,1,1,38,1,0,1,18,2,34.4,131.4
7,7647,62,1,1,1,42,1,0,1,62,1,44.5735,129.3825
23,7648,56,1,1,1,56,2,1,1,30,2,36.8936,136.779
5,7649,97,1,3,1,6,1,34,1,97,1,33.8304,-118.0728
5,7650,52,1,1,1,35,1,6,1,52,1,36.0133,-115.0381
5,7650,52,1,1,1,35,1,6,1,52,1,37.8397,-87.5798
5,7650,52,1,1,1,35,1,6,1,52,1,36.3256,-78.4151
5,7650,52,1,1,1,35,1,6,1,52,1,32.1576,-94.796
5,7650,52,1,1,1,35,1,6,1,52,1,-36.2833,-61.7167
87,7651,38,2,1,1,14,1,1,1,38,2,-33.1333,-58.3
20,7652,51,1,1,1,43,1,2,1,51,1,48.4028,11.7489
25,7653,65,1,2,1,22,1,1,1,65,1,11.5204,7.32
7,7654,149,5,3,1,149,5,3,1,132,5,32.8986,115.8045
7,7654,149,5,3,1,149,5,3,1,132,5,30.0553,119.95
102,7655,41,2,0,1,21,1,0,1,41,2,6.0536,80.2117
102,7656,54,1,0,1,18,1,1,1,54,1,7.1647,80.5767
25,7657,94,1,2,1,35,1,1,1,94,1,12.8681,11.0464
3,7658,58,1,2,1,27,1,6,1,58,1,45.5875,10.4389
20,7659,35,2,0,1,35,1,1,1,28,2,52.4886,10.5464
20,7660,48,2,1,1,42,1,2,1,48,2,48.1103,11.3011
5,7661,48,2,1,1,15,1,11,1,48,2,40.66,-111.8226
5,7662,55,1,2,1,35,1,5,1,55,1,34.971,-78.9597
5,7663,66,1,2,1,43,1,6,1,66,1,36.8381,-87.4775
96,7664,32,2,1,1,32,1,0,1,12,2,54.2667,30.9833
1,7665,41,2,1,1,31,1,2,1,41,2,54.8385,56.4232
102,7666,56,1,0,1,27,1,0,1,56,1,6.9344,79.8428
102,7666,56,1,0,1,27,1,0,1,56,1,-25.2919,-49.2239
5,7667,117,5,4,1,8,1,35,1,117,5,33.893,-118.2274
2,7668,18,2,0,1,18,1,0,1,14,2,-27.585,-50.3608
15,7669,30,2,0,1,30,1,1,1,25,2,52.4081,-1.5106
15,7669,30,2,0,1,30,1,1,1,25,2,41.6934,-71.6611
15,7669,30,2,0,1,30,1,1,1,25,2,41.7828,-72.3394
5,7670,71,1,1,1,44,1,5,1,71,1,41.7658,-71.4858
9,7671,39,2,1,1,29,1,1,1,39,2,46.1344,3.4564
20,7672,32,2,1,1,32,1,3,1,32,2,50.7681,8.5828
16,7673,296,4,3,1,161,3,1,1,296,4,26.7637,83.4039
1,7674,30,2,1,1,30,1,0,1,12,2,56.2,42.7
20,7675,38,2,1,1,38,1,1,1,25,2,51.9072,10.43
5,7676,79,1,2,1,9,1,20,1,79,1,34.0312,-117.3132
15,7677,29,2,0,1,29,1,1,1,28,2,52.918,-0.638
2,7678,13,2,0,1,11,1,0,1,13,2,-14.2228,-42.7808
7,7679,158,3,4,1,157,3,1,1,158,3,32.4353,105.8398
73,7680,51,1,1,1,19,1,3,1,51,1,10.4717,-66.5406
9,7681,50,2,1,1,19,1,5,1,50,2,48.9889,2.2314
5,7682,52,1,1,1,44,1,4,1,52,1,41.0086,-74.2083
31,7683,41,2,1,1,27,1,2,1,41,2,47.55,8.9
5,7684,35,2,1,1,32,1,4,1,35,2,5.9167,-75.6667
5,7684,35,2,1,1,32,1,4,1,35,2,42.4407,-79.3319
22,7685,106,5,3,1,20,1,4,1,106,5,26.926,-101.449
22,7685,106,5,3,1,20,1,4,1,106,5,18.5336,-92.6469
22,7685,106,5,3,1,20,1,4,1,106,5,-31.4278,-62.0619
69,7686,35,2,0,1,35,1,0,1,17,2,32.65,-16.9167
131,7687,46,2,1,1,33,1,0,1,46,2,54.8167,23.8667
12,7688,69,1,1,1,33,1,1,1,69,1,-7.2167,107.9
3,7689,39,2,1,1,30,1,1,1,39,2,45.042,7.352
20,7690,33,2,1,1,33,1,2,1,30,2,51.2239,6.9147
5,7691,32,2,1,1,32,1,1,1,29,2,45.7477,-87.09
6,7692,43,2,1,1,26,1,4,1,43,2,50.5333,5.5667
5,7693,70,1,2,1,8,1,13,1,70,1,33.5619,-82.1351
5,7693,70,1,2,1,8,1,13,1,70,1,40.366,-104.739
5,7693,70,1,2,1,8,1,13,1,70,1,42.6528,-79.0063
5,7694,63,1,2,1,28,1,14,1,63,1,37.9881,-87.5341
5,7695,56,1,1,1,43,1,5,1,56,1,40.9359,-74.1177
5,7696,54,1,1,1,43,1,5,1,54,1,39.0803,-76.9527
6,7697,41,2,1,1,23,1,4,1,41,2,50.2514,4.6044
45,7698,100,5,3,1,13,1,11,1,100,5,14.65,-91.8167
84,7699,21,2,0,1,16,1,0,1,21,2,12.25,104.6667
1,7700,32,2,1,1,32,1,0,1,23,2,56.8333,62.7167
12,7701,124,5,3,1,124,5,1,1,91,1,-6.3125,107.295
62,7702,68,1,1,1,33,1,4,1,68,1,50.2306,12.8725
28,7703,40,2,0,1,40,1,0,1,31,2,40.6078,43.0958
74,7704,44,2,1,1,44,1,0,1,41,2,43.4333,28.3333
130,7705,78,1,0,1,43,1,0,1,78,1,42.7861,75.6917
13,7706,31,2,1,1,31,1,1,1,11,2,64.9125,25.5083
27,7707,58,1,1,1,24,1,4,1,58,1,53.715,-6.3525
1,7708,38,2,1,1,38,1,0,1,9,2,49.05,44.8333
69,7709,90,1,3,1,25,1,4,1,90,1,-29.8833,31.05
3,7710,45,2,1,1,45,1,1,1,42,2,40.6169,15.0564
10,7711,69,1,2,1,8,1,4,1,69,1,10.15,-73.9667
46,7712,174,3,3,1,139,5,0,1,174,3,32.4522,71.4718
23,7713,33,2,1,1,33,1,1,1,14,2,33.3167,130.5167
52,7714,125,5,1,1,18,1,2,1,125,5,18.43,-68.97
117,7715,53,1,1,1,29,1,1,1,53,1,22.8167,89.55
15,7716,32,2,1,1,23,1,6,1,32,2,51.46,-2.505
16,7717,62,1,2,1,42,1,1,1,62,1,26.0794,87.9372
16,7717,62,1,2,1,42,1,1,1,62,1,25.6844,86.9509
32,7718,38,2,1,1,38,1,1,1,38,2,55.4917,9.5
74,7719,83,1,1,1,46,1,1,1,83,1,42.8167,23.2167
1,7720,52,1,1,1,28,1,4,1,52,1,56.3683,41.3108
3,7721,52,1,1,1,34,1,4,1,52,1,37.3186,13.6631
3,7722,36,2,1,1,36,1,2,1,19,2,43.6167,11.4667
5,7723,39,2,1,1,25,1,2,1,39,2,35.1872,-111.6194
69,7724,154,3,4,1,1,1,21,1,154,3,-24.0061,-46.4028
1,7725,35,2,1,1,35,1,0,1,24,2,40.2901,-76.8394
1,7725,35,2,1,1,35,1,0,1,24,2,49.7504,129.6167
16,7726,154,3,0,1,29,1,0,1,154,3,20.726,78.317
18,7727,63,1,1,1,23,1,1,1,63,1,14.902,120.849
8,7728,35,2,0,1,34,1,1,1,35,2,52.2667,5.6
38,7729,150,3,1,1,75,2,0,1,150,3,26.9581,56.2719
20,7730,50,2,1,1,27,1,4,1,50,2,51.1,13.65
5,7731,68,1,2,1,13,1,18,1,68,1,33.6318,-117.5988
2,7732,111,5,3,1,1,1,9,1,111,5,-19.9669,-43.8039
20,7733,53,1,1,1,27,1,3,1,53,1,50.0167,8.45
3,7734,57,1,2,1,28,1,6,1,57,1,37.2678,13.9697
54,7735,34,2,1,1,34,1,1,1,15,2,43.0019,-4.1378
16,7736,190,3,1,1,51,2,0,1,190,3,24.53,81.3
14,7737,61,1,1,1,24,1,1,1,61,1,-28.7694,32.0594
35,7738,28,2,0,1,28,1,2,1,21,2,41.178,-8.56
35,7738,28,2,0,1,28,1,2,1,21,2,-6.8028,-35.0808
10,7739,71,1,2,1,7,1,6,1,71,1,6.1535,-75.3743
5,7740,54,1,2,1,9,1,5,1,54,1,43.6092,-72.9783
5,7740,54,1,2,1,9,1,5,1,54,1,42.3848,-71.9673
10,7741,65,1,2,1,6,1,5,1,65,1,5.4083,-75.49
19,7742,55,1,1,1,31,1,1,1,55,1,56.8667,24.35
47,7743,55,1,1,1,24,1,0,1,55,1,13.727,100.2153
4,7744,77,1,1,1,39,1,0,1,77,1,49.55,22.2167
20,7745,48,2,1,1,25,1,3,1,48,2,50.9333,9.2167
12,7746,195,3,4,1,195,3,3,1,161,3,-6.12,106.1503
7,7747,142,5,4,1,142,5,2,1,100,5,28.4419,117.9633
88,7748,44,2,1,1,36,1,0,1,44,2,47.3833,28.8167
2,7749,33,2,1,1,12,1,1,1,33,2,-24.2078,-50.9489
69,7750,29,2,0,1,29,1,0,1,14,2,60.2269,5.4758
5,7751,51,1,1,1,36,1,3,1,51,1,41.0195,-92.4186
25,7752,141,5,8,1,16,1,7,1,141,5,5.4833,7.0333
10,7753,53,1,1,1,6,1,1,1,53,1,8.9667,-73.6333
3,7754,44,2,1,1,44,1,3,1,37,2,42.0667,12.7667
20,7755,36,2,0,1,36,1,0,1,34,2,53.0667,7.4
4,7756,53,1,1,1,37,1,1,1,53,1,51.6333,22.8667
5,7757,36,2,2,1,36,1,3,1,28,2,39.2623,-81.542
20,7758,34,2,0,1,34,1,1,1,32,2,53.5,14.0
16,7759,184,3,1,1,39,1,0,1,184,3,23.8992,79.1939
65,7760,39,2,1,1,39,1,2,1,13,2,48.5737,35.0966
5,7761,56,1,1,1,13,1,18,1,56,1,37.9931,-122.2833
54,7762,24,2,1,1,24,1,2,1,16,2,37.25,-3.75
74,7763,46,2,1,1,41,1,1,1,46,2,42.15,24.75
18,7764,41,2,1,1,17,1,0,1,41,2,6.2167,125.0667
5,7765,78,1,2,1,12,1,12,1,78,1,26.2428,-80.1312
34,7766,25,2,0,1,23,1,1,1,25,2,-32.4925,137.7658
23,7767,28,2,1,1,28,1,1,1,16,2,39.6963,140.9758
65,7768,36,2,1,1,36,1,0,1,13,2,51.8657,33.4766
59,7769,74,1,1,1,46,1,0,1,74,1,42.3167,69.5958
20,7770,49,2,1,1,26,1,3,1,49,2,50.8833,8.0167
82,7771,71,1,1,1,5,1,3,1,71,1,14.6,-87.8333
2,7772,19,2,1,1,12,1,1,1,19,2,-9.455,-40.8228
47,7773,49,2,0,1,26,1,0,1,49,2,17.8681,102.7444
5,7774,53,1,1,1,31,1,7,1,53,1,32.9067,-80.0722
1,7775,51,1,1,1,30,1,0,1,51,1,59.0667,60.6
1,7776,38,2,1,1,38,1,1,1,12,2,47.7667,39.9167
15,7777,30,2,1,1,30,1,3,1,29,2,53.5444,-2.1169
3,7778,101,5,2,1,27,1,9,1,101,5,44.7381,10.9245
3,7779,43,2,1,1,42,1,1,1,43,2,41.7167,13.6167
2,7780,52,1,1,1,16,1,0,1,52,1,-0.7169,-48.5228
2,7780,52,1,1,1,16,1,0,1,52,1,40.05,-8.6333
5,7781,61,1,1,1,24,1,8,1,61,1,29.1657,-81.0055
5,7782,45,2,1,1,45,1,4,1,34,2,41.524,-81.5245
1,7783,34,2,1,1,33,1,0,1,34,2,55.0808,21.8864
1,7783,34,2,1,1,33,1,0,1,34,2,57.5833,48.9833
14,7784,175,3,10,1,17,1,13,1,175,3,-26.8428,26.7744
7,7785,100,5,2,1,72,2,1,1,100,5,46.6384,126.9808
90,7786,58,1,2,1,14,1,1,1,58,1,-11.2053,13.8417
5,7787,57,1,1,1,44,1,4,1,57,1,39.4181,-76.3516
45,7788,82,1,3,1,5,1,10,1,82,1,14.2917,-89.8958
65,7789,41,2,1,1,40,1,0,1,41,2,46.2581,33.2843
16,7790,52,1,1,1,29,1,0,1,52,1,9.1494,77.7057
1,7791,47,2,1,1,30,1,3,1,47,2,55.9167,36.8667
2,7792,57,1,2,1,0,1,5,1,57,1,-21.205,-41.8878
2,7793,55,1,1,1,13,1,4,1,55,1,-29.5908,-51.1608
16,7794,500,6,1,1,48,1,1,1,500,6,35.88,74.493
15,7795,34,2,0,1,30,1,1,1,34,2,54.9814,-1.49
16,7796,155,3,0,1,33,1,0,1,155,3,22.03,71.2
132,7797,86,1,2,1,35,1,2,1,86,1,10.7756,106.7019
65,7798,51,1,1,1,43,1,0,1,51,1,49.2925,31.4581
7,7799,164,3,4,1,164,3,8,1,141,5,32.4831,117.0164
20,7800,33,2,1,1,33,1,2,1,26,2,53.1111,8.4625
49,7801,30,2,1,1,8,1,2,1,30,2,0.3627,-78.1307
2,7802,61,1,2,1,33,1,3,1,61,1,-22.8389,-42.2289
1,7803,40,2,1,1,40,1,1,1,25,2,54.2833,85.9333
1,7803,40,2,1,1,40,1,1,1,25,2,54.7833,20.6167
6,7804,40,2,1,1,24,1,4,1,40,2,50.9,4.0
5,7805,45,2,1,1,31,1,8,1,45,2,32.2942,-64.7839
5,7805,45,2,1,1,31,1,8,1,45,2,43.2567,-79.8692
5,7805,45,2,1,1,31,1,8,1,45,2,-37.7833,175.2833
5,7805,45,2,1,1,31,1,8,1,45,2,55.777,-4.039
5,7805,45,2,1,1,31,1,8,1,45,2,40.2046,-74.6765
5,7805,45,2,1,1,31,1,8,1,45,2,39.3939,-84.5653
5,7805,45,2,1,1,31,1,8,1,45,2,39.9432,-77.7327
5,7805,45,2,1,1,31,1,8,1,45,2,-37.7333,142.0167
5,7805,45,2,1,1,31,1,8,1,45,2,40.9334,-75.2844
5,7806,62,1,1,1,37,1,1,1,62,1,38.8821,-99.3221
5,7807,47,2,1,1,25,1,8,1,47,2,38.0064,-122.2564
8,7808,38,2,1,1,38,1,2,1,34,2,52.7833,4.8
1,7809,34,2,1,1,34,1,1,1,21,2,60.15,30.2167
23,7810,52,1,1,1,52,2,4,1,50,2,35.6348,139.5787
31,7811,102,5,1,1,31,1,2,1,102,5,47.6667,9.1833
36,7812,156,3,1,1,28,1,0,1,156,3,12.5,39.5167
47,7813,42,2,0,1,28,1,0,1,42,2,16.7081,103.0811
58,7814,62,1,1,1,37,1,0,1,62,1,42.0783,22.175
58,7814,62,1,1,1,37,1,0,1,62,1,55.5911,38.1803
46,7815,177,3,2,1,100,5,0,1,177,3,31.9286,70.4592
1,7816,37,2,1,1,37,1,2,1,17,2,47.0833,39.5667
1,7817,31,2,1,1,31,1,3,1,26,2,55.5833,38.9167
34,7818,27,2,0,1,27,1,1,1,23,2,-32.2394,115.7702
108,7819,39,2,1,1,16,1,3,1,39,2,12.3397,-86.6758
54,7820,28,2,1,1,28,1,2,1,24,2,37.4833,-5.9667
54,7820,28,2,1,1,28,1,2,1,24,2,-14.6325,-69.4458
20,7821,52,1,1,1,24,1,3,1,52,1,50.3011,7.6056
3,7822,99,1,1,1,21,1,5,1,99,1,46.4228,11.3348
5,7823,61,1,2,1,22,1,20,1,61,1,42.1956,-88.087
20,7824,46,2,1,1,26,1,3,1,46,2,51.1167,7.0167
69,7825,40,2,1,1,24,1,2,1,40,2,51.684,-4.163
20,7826,38,2,0,1,34,1,1,1,38,2,52.6667,8.2386
6,7827,39,2,1,1,29,1,3,1,39,2,51.2333,5.3167
69,7828,51,1,1,1,25,1,12,1,51,1,33.7977,-118.167
69,7828,51,1,1,1,25,1,12,1,51,1,40.5887,-73.666
69,7828,51,1,1,1,25,1,12,1,51,1,30.3608,-89.1651
54,7829,25,2,1,1,25,1,1,1,18,2,37.6798,-1.6944
18,7830,53,1,1,1,24,1,0,1,53,1,6.6,124.85
31,7831,80,1,1,1,29,1,1,1,80,1,47.0667,7.3
1,7832,60,1,1,1,19,1,15,1,60,1,55.6783,37.8944
2,7833,22,2,0,1,13,1,0,1,22,2,-11.7108,-40.1489
122,7834,71,1,1,1,42,1,0,1,71,1,36.5275,37.9553
7,7835,65,1,1,1,31,1,3,1,65,1,21.6618,110.9178
54,7836,29,2,1,1,29,1,2,1,20,2,10.9098,124.5376
22,7837,37,2,1,1,21,1,7,1,37,2,32.6633,-115.4678
1,7838,37,2,1,1,37,1,0,1,28,2,53.6864,88.0703
5,7839,153,3,4,1,4,1,20,1,153,3,25.9125,-80.3214
20,7840,54,1,1,1,33,1,3,1,54,1,49.6786,9.0039
1,7841,35,2,1,1,35,1,0,1,10,2,62.3667,50.0833
34,7842,27,2,0,1,25,1,0,1,27,2,-34.1889,142.1583
5,7843,63,1,1,1,20,1,3,1,63,1,52.2883,8.9167
5,7843,63,1,1,1,20,1,3,1,63,1,32.6187,-93.2762
3,7844,124,5,2,1,28,1,10,1,124,5,44.8873,11.066
2,7845,39,2,1,1,10,1,2,1,39,2,-20.8189,-49.5208
48,7846,209,4,67,3,209,4,2,1,157,3,4.3925,113.9861
36,7847,95,1,1,1,26,1,0,1,95,1,8.65,39.0833
1,7848,29,2,1,1,29,1,0,1,9,2,67.9333,32.9167
5,7849,53,1,1,1,33,1,9,1,53,1,45.1071,-93.2076
99,7850,39,2,1,1,39,1,2,1,22,2,35.915,14.4447
10,7851,73,1,2,1,4,1,6,1,73,1,5.1664,-75.5189
20,7852,51,1,1,1,26,1,3,1,51,1,50.25,8.9
86,7853,53,1,1,1,25,1,0,1,53,1,20.0472,-77.5781
34,7854,22,2,0,1,22,1,0,1,9,2,-20.7364,116.8464
23,7855,39,2,1,1,39,1,2,1,19,2,37.1571,140.4468
28,7856,49,2,1,1,33,1,0,1,49,2,37.7647,30.5567
16,7857,185,3,2,1,70,2,0,1,185,3,23.014,85.2724
1,7858,45,2,1,1,38,1,0,1,45,2,52.4833,48.1
22,7859,165,3,5,1,6,1,10,1,165,3,17.7667,-92.6
18,7860,57,1,1,1,23,1,0,1,57,1,6.7667,125.1833
18,7860,57,1,1,1,23,1,0,1,57,1,12.3117,121.1472
18,7860,57,1,1,1,23,1,0,1,57,1,9.0167,125.1833
18,7860,57,1,1,1,23,1,0,1,57,1,8.0333,123.9167
18,7860,57,1,1,1,23,1,0,1,57,1,10.8667,121.05
5,7861,34,2,1,1,34,1,2,1,29,2,46.544,-87.4082
23,7862,44,2,1,1,44,1,0,1,32,2,34.6667,131.85
1,7863,57,1,1,1,38,1,1,1,57,1,44.6,40.0833
5,7864,85,1,2,1,10,1,19,1,85,1,38.5018,-90.3149
5,7865,65,1,2,1,14,1,23,1,65,1,40.7824,-73.4088
23,7866,52,1,1,1,46,1,4,1,52,1,35.9514,139.9754
16,7867,50,2,0,1,23,1,0,1,50,2,15.1832,74.971
5,7868,37,2,1,1,37,1,3,1,19,2,41.6756,-70.2242
5,7868,37,2,1,1,37,1,3,1,19,2,43.7978,-70.1719
23,7869,39,2,1,1,39,1,1,1,14,2,43.1953,140.7835
23,7870,86,1,1,1,86,2,1,1,67,1,36.1183,139.193
1,7871,55,1,1,1,24,1,4,1,55,1,57.4667,42.15
22,7872,36,2,1,1,17,1,2,1,36,2,17.6444,-101.5511
31,7873,54,1,1,1,22,1,3,1,54,1,47.1681,8.5169
16,7874,103,5,2,1,69,2,0,1,103,5,30.38,78.48
5,7875,77,1,2,1,17,1,21,1,77,1,40.9176,-73.9532
20,7876,65,1,1,1,30,1,5,1,65,1,49.4833,7.0333
69,7877,50,2,4,1,41,1,16,1,50,2,36.8931,4.1225
7,7878,60,1,2,1,51,2,0,1,60,1,27.7233,109.1885
54,7879,57,1,1,1,25,1,3,1,57,1,40.5756,-3.9292
1,7880,44,2,1,1,33,1,0,1,44,2,63.5667,53.7
8,7881,34,2,0,1,34,1,1,1,33,2,52.5167,5.7167
45,7882,108,5,4,1,10,1,12,1,108,5,14.65,-91.5833
45,7882,108,5,4,1,10,1,12,1,108,5,8.0244,-61.8819
16,7883,83,1,1,1,33,1,0,1,83,1,15.506,80.049
5,7884,53,1,1,1,27,1,5,1,53,1,36.2878,-95.8311
10,7885,38,2,1,1,5,1,4,1,38,2,5.8333,-73.15
69,7886,65,1,1,1,19,1,7,1,65,1,36.7303,14.8467
14,7887,81,1,2,1,17,1,2,1,81,1,-29.6683,22.7439
45,7888,47,2,1,1,13,1,1,1,47,2,15.73,-88.6
30,7889,23,2,1,1,23,1,0,1,14,2,52.9784,-122.4927
49,7890,74,1,3,1,3,1,7,1,74,1,-1.0333,-79.45
20,7891,34,2,0,1,24,1,2,1,34,2,51.2,7.35
20,7892,35,2,0,1,27,1,2,1,35,2,52.4167,8.6167
48,7893,74,1,1,1,35,1,0,1,74,1,3.7931,101.8569
5,7894,62,1,2,1,17,1,15,1,62,1,47.6763,-122.1169
5,7894,62,1,2,1,17,1,15,1,62,1,44.2612,-121.181
57,7895,115,5,4,1,1,1,11,1,115,5,-34.4167,-70.8667
80,7896,50,2,1,1,50,1,0,1,14,2,45.3272,14.4411
2,7897,56,1,1,1,9,1,3,1,56,1,-21.275,-43.1789
87,7898,24,2,0,1,24,1,0,1,11,2,-34.4833,-54.35
5,7899,59,1,2,1,20,1,8,1,59,1,42.2596,-89.064
20,7900,30,2,0,1,25,1,2,1,30,2,51.0347,6.6914
18,7901,45,2,1,1,27,1,0,1,45,2,10.3197,119.3408
18,7901,45,2,1,1,27,1,0,1,45,2,17.1167,121.6167
18,7901,45,2,1,1,27,1,0,1,45,2,12.5833,121.5
1,7902,52,1,1,1,35,1,2,1,52,1,54.7333,39.5167
47,7903,46,2,0,1,29,1,0,1,46,2,13.8206,102.0589
18,7904,53,1,1,1,27,1,0,1,53,1,10.9,123.4167
18,7904,53,1,1,1,27,1,0,1,53,1,9.1167,124.7167
87,7905,23,2,0,1,23,1,0,1,9,2,-31.3833,-57.95
87,7905,23,2,0,1,23,1,0,1,9,2,-23.2008,-47.2869
20,7906,37,2,0,1,30,1,1,1,37,2,52.15,10.3333
18,7907,61,1,1,1,16,1,0,1,61,1,7.05,125.7333
18,7907,61,1,1,1,16,1,0,1,61,1,14.7678,120.5431
18,7908,54,1,1,1,27,1,0,1,54,1,14.998,120.78
69,7909,48,2,1,1,19,1,0,1,48,2,5.8388,118.1173
5,7910,56,1,1,1,6,1,14,1,56,1,40.6024,-112.0008
5,7911,52,1,1,1,7,1,13,1,52,1,40.6886,-112.0123
5,7912,72,1,2,1,9,1,13,1,72,1,42.8372,-88.7341
34,7913,24,2,0,1,24,1,2,1,19,2,-34.4331,150.8831
23,7914,71,1,1,1,71,2,2,1,33,2,35.7224,140.0999
23,7914,71,1,1,1,71,2,2,1,33,2,36.1816,139.8911
23,7915,37,2,1,1,37,1,0,1,29,2,39.0148,139.9088
1,7916,40,2,1,1,40,1,1,1,38,2,44.1394,43.0169
8,7917,34,2,0,1,34,1,1,1,28,2,52.0667,4.5
28,7918,36,2,1,1,36,1,0,1,20,2,41.4564,31.7986
8,7919,34,2,0,1,34,1,1,1,27,2,51.8333,4.6833
2,7920,26,2,0,1,13,1,0,1,26,2,-5.6819,-43.0928
3,7921,56,1,1,1,56,2,1,1,50,2,40.7333,14.7667
15,7922,37,2,1,1,22,1,7,1,37,2,-31.9559,115.8606
15,7922,37,2,1,1,22,1,7,1,37,2,56.3958,-3.4333
3,7923,70,1,1,1,35,1,5,1,70,1,42.4643,14.2142
14,7924,215,4,13,1,3,1,13,1,215,4,-29.6167,30.3833
2,7925,39,2,1,1,15,1,2,1,39,2,-26.87,-58.3
2,7925,39,2,1,1,15,1,2,1,39,2,-34.4588,-58.9142
2,7925,39,2,1,1,15,1,2,1,39,2,12.9244,123.6756
2,7925,39,2,1,1,15,1,2,1,39,2,11.4878,122.9956
2,7925,39,2,1,1,15,1,2,1,39,2,14.6667,120.5667
2,7925,39,2,1,1,15,1,2,1,39,2,-9.5972,-35.9567
2,7925,39,2,1,1,15,1,2,1,39,2,9.8333,124.3333
2,7925,39,2,1,1,15,1,2,1,39,2,-31.6833,-63.9
2,7925,39,2,1,1,15,1,2,1,39,2,10.807,124.565
2,7925,39,2,1,1,15,1,2,1,39,2,9.8639,126.1008
2,7925,39,2,1,1,15,1,2,1,39,2,17.4168,120.5954
2,7926,149,5,3,1,4,1,7,1,149,5,-21.0094,-48.2217
69,7927,21,2,0,1,21,1,2,1,12,2,37.74,-25.67
9,7928,40,2,1,1,27,1,3,1,40,2,48.0686,-2.9628
5,7929,29,2,0,1,24,1,3,1,29,2,29.8554,-93.9264
5,7930,67,1,2,1,17,1,17,1,67,1,41.8666,-88.0629
5,7931,64,1,2,1,17,1,6,1,64,1,43.3109,-73.6458
5,7932,76,1,2,1,19,1,11,1,76,1,41.5743,-85.8309
5,7932,76,1,2,1,19,1,11,1,76,1,41.3817,-74.3498
73,7933,141,5,1,1,16,1,7,1,141,5,10.4739,-66.5383
10,7934,101,5,3,1,5,1,8,1,101,5,6.28,-75.4427
45,7935,79,1,2,1,7,1,6,1,79,1,14.6099,-90.5252
15,7936,32,2,1,1,32,1,3,1,15,2,53.9919,-1.5378
20,7937,71,1,2,1,36,1,5,1,71,1,50.0722,8.4864
102,7938,52,1,1,1,22,1,1,1,52,1,6.8897,80.5981
5,7939,63,1,2,1,27,1,13,1,63,1,37.7983,-89.0305
15,7940,32,2,1,1,32,1,4,1,23,2,51.7966,-0.0774
7,7941,201,4,5,1,201,4,4,1,159,3,35.2333,115.4333
5,7942,89,1,2,1,17,1,19,1,89,1,40.5006,-74.4283
5,7942,89,1,2,1,17,1,19,1,89,1,42.1823,-87.8104
5,7942,89,1,2,1,17,1,19,1,89,1,42.4052,-83.0977
5,7942,89,1,2,1,17,1,19,1,89,1,32.8311,-96.8012
20,7943,67,1,1,1,27,1,4,1,67,1,48.2556,7.8119
5,7944,54,1,2,1,27,1,10,1,54,1,40.265,-74.8006
3,7945,62,1,1,1,47,1,2,1,62,1,44.2856,11.8833
42,7946,25,2,0,1,25,1,0,1,20,2,-19.4,46.95
42,7947,23,2,1,1,23,1,0,1,23,2,-18.9333,47.4333
42,7947,23,2,1,1,23,1,0,1,23,2,-23.1167,47.5667
42,7947,23,2,1,1,23,1,0,1,23,2,-20.8667,46.8833
5,7948,51,1,1,1,27,1,9,1,51,1,38.7361,-77.0589
5,7949,61,1,1,1,16,1,13,1,61,1,25.8697,-80.2174
18,7950,51,1,1,1,26,1,2,1,51,1,14.4,121.4667
46,7951,164,3,3,1,147,5,1,1,164,3,32.2681,74.6675
16,7952,163,3,3,1,160,3,1,1,163,3,29.98,76.58
86,7953,59,1,1,1,25,1,2,1,59,1,22.8136,-82.7633
1,7954,29,2,1,1,29,1,0,1,20,2,55.4,43.8167
20,7955,29,2,1,1,28,1,2,1,29,2,50.5094,12.4
20,7955,29,2,1,1,28,1,2,1,29,2,49.6833,11.6167
51,7956,12,2,0,1,8,1,0,1,12,2,-13.1631,-74.2244
51,7956,12,2,0,1,8,1,0,1,12,2,-37.1333,-58.4667
83,7957,35,2,0,1,16,1,0,1,35,2,-4.2167,35.75
20,7958,32,2,1,1,32,1,2,1,29,2,51.5167,13.4
20,7959,34,2,1,1,34,1,2,1,30,2,50.1333,8.0667
16,7960,101,5,0,1,33,1,0,1,101,5,14.75,79.05
83,7961,30,2,0,1,17,1,0,1,30,2,-2.7919,33.9894
2,7962,65,1,2,1,0,1,5,1,65,1,-21.1869,-43.9758
1,7963,46,2,0,1,31,1,0,1,46,2,53.65,47.1
1,7964,29,2,1,1,29,1,0,1,23,2,54.3833,53.2833
28,7965,69,1,0,1,39,1,0,1,69,1,40.2597,40.2278
5,7966,82,1,2,1,9,1,30,1,82,1,41.8829,-87.8762
90,7967,92,1,3,1,12,1,2,1,92,1,-12.55,13.4167
18,7968,75,1,1,1,18,1,0,1,75,1,10.2,122.8667
5,7969,40,2,1,1,32,1,2,1,40,2,46.8143,-100.7694
6,7970,37,2,1,1,33,1,3,1,37,2,51.8333,6.6167
6,7970,37,2,1,1,33,1,3,1,37,2,51.1722,5.5794
10,7971,75,1,2,1,4,1,8,1,75,1,40.8751,-74.0293
