Country,City,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM_25_AQI_Value,PM_25_AQI_Category,lat,lng
139,3480,152,3,1,1,37,1,0,1,152,3,16.9959,7.9828
43,3481,39,2,1,1,24,1,0,1,39,2,6.8,-1.0833
3,3482,51,1,1,1,51,2,0,1,49,2,37.3167,13.5833
5,3483,78,1,1,1,31,1,0,1,78,1,32.8837,-105.9625
16,3484,161,3,2,1,32,1,3,1,161,3,17.5642,76.5685
3,3485,64,1,1,1,64,2,0,1,48,2,41.725,13.3417
5,3486,30,2,0,1,26,1,1,1,30,2,29.9123,-95.3784
2,3487,16,2,0,1,11,1,0,1,16,2,-1.9419,-54.7378
2,3487,16,2,0,1,11,1,0,1,16,2,39.05,-9.0167
34,3488,52,1,0,1,18,1,0,1,52,1,-23.7,133.8667
5,3489,35,2,1,1,27,1,1,1,35,2,42.198,-121.7248
54,3490,38,2,1,1,38,1,0,1,28,2,38.5986,-0.0519
16,3491,172,3,4,1,76,2,6,1,172,3,27.5498,76.6355
16,3492,168,3,4,1,39,1,9,1,168,3,31.64,74.86
69,3493,80,1,1,1,68,2,0,1,80,1,43.6169,13.5167
16,3494,87,1,2,1,18,1,5,1,87,1,12.7105,77.6967
1,3495,32,2,1,1,32,1,0,1,23,2,67.5667,33.4
22,3496,230,4,1,1,34,1,3,1,230,4,19.4167,-98.1333
54,3497,41,2,1,1,41,1,0,1,11,2,40.0333,-3.6028
5,3498,52,1,1,1,52,2,1,1,40,2,39.2428,-76.6922
22,3499,64,1,1,1,29,1,0,1,64,1,16.2361,-93.8995
23,3500,53,1,1,1,26,1,4,1,53,1,43.5182,142.1896
97,3501,42,2,1,1,42,1,0,1,13,2,59.5861,11.17
81,3502,130,5,1,1,46,1,0,1,130,5,13.2133,18.3381
21,3503,69,1,0,1,30,1,0,1,69,1,-36.8406,174.74
20,3504,37,2,1,1,37,1,0,1,21,2,54.1069,11.9053
5,3505,29,2,0,1,27,1,1,1,29,2,44.7961,-106.9642
23,3506,71,1,2,1,27,1,7,1,71,1,34.8363,138.1927
1,3507,34,2,1,1,34,1,0,1,20,2,55.2333,63.3
16,3508,163,3,4,1,39,1,5,1,163,3,23.0,80.12
3,3509,75,1,1,1,75,2,0,1,38,2,43.2167,11.7333
3,3510,51,1,1,1,51,2,0,1,34,2,40.5743,9.6963
128,3511,44,2,1,1,26,1,0,1,44,2,10.0901,-83.5016
54,3512,52,1,1,1,52,2,1,1,50,2,41.2339,1.8042
11,3513,49,2,1,1,49,1,0,1,42,2,44.4297,24.3642
11,3513,49,2,1,1,49,1,0,1,42,2,45.7022,17.7011
8,3514,38,2,1,1,38,1,0,1,37,2,53.0325,5.66
4,3515,41,2,1,1,41,1,0,1,28,2,52.2333,20.2333
22,3516,50,2,1,1,24,1,0,1,50,2,16.5425,-92.4719
69,3517,57,1,1,1,48,1,0,1,57,1,37.9833,13.7
30,3518,83,1,1,1,22,1,0,1,83,1,48.3822,-89.2461
8,3519,39,2,1,1,39,1,0,1,37,2,51.8833,5.4333
2,3520,32,2,0,1,16,1,0,1,32,2,-4.255,-43.9408
16,3521,106,5,2,1,33,1,7,1,106,5,12.2267,79.6504
5,3522,55,1,1,1,35,1,4,1,55,1,41.567,-87.8049
3,3523,55,1,1,1,55,2,0,1,51,1,41.9667,12.8
93,3524,52,1,1,1,40,1,0,1,52,1,29.7167,-9.7167
22,3525,195,3,2,1,39,1,5,1,195,3,19.5367,-99.1947
130,3526,54,1,1,1,25,1,2,1,54,1,47.2514,35.7058
9,3527,49,2,1,1,49,1,4,1,39,2,43.1258,5.9306
23,3528,83,1,2,1,30,1,6,1,83,1,34.8268,137.3759
5,3529,50,2,1,1,48,1,2,1,50,2,41.2602,-73.2083
5,3530,76,1,2,1,22,1,7,1,76,1,45.3772,-122.7748
1,3531,37,2,1,1,37,1,0,1,19,2,44.1044,39.0772
128,3532,38,2,1,1,26,1,0,1,38,2,9.8897,-83.6807
1,3533,40,2,1,1,40,1,0,1,8,2,54.6,53.7
2,3534,32,2,1,1,24,1,0,1,32,2,-19.7478,-47.9319
98,3535,40,2,1,1,30,1,0,1,40,2,49.9833,92.0667
5,3536,55,1,1,1,37,1,3,1,55,1,41.4948,-81.535
23,3537,54,1,2,1,18,1,10,1,54,1,32.6828,130.6669
1,3538,33,2,1,1,29,1,0,1,33,2,55.3175,89.8225
9,3539,54,1,1,1,47,1,0,1,54,1,44.9333,4.8917
73,3540,54,1,1,1,21,1,0,1,54,1,9.3206,-70.6078
28,3541,62,1,1,1,43,1,0,1,62,1,38.4942,43.38
3,3542,80,1,1,1,80,2,0,1,37,2,43.7833,10.3833
3,3543,78,1,1,1,57,2,0,1,78,1,45.1167,7.6333
1,3544,41,2,1,1,41,1,0,1,19,2,57.3833,59.95
5,3545,52,1,1,1,39,1,1,1,52,1,32.3173,-90.8868
5,3546,31,2,0,1,25,1,1,1,31,2,30.1291,-93.9967
5,3547,62,1,1,1,62,2,1,1,14,2,27.3087,-82.4746
5,3548,61,1,1,1,28,1,6,1,61,1,41.9586,-87.8693
20,3549,66,1,1,1,58,2,0,1,66,1,48.8778,9.075
5,3550,39,2,1,1,23,1,1,1,39,2,41.8684,-103.6616
5,3551,40,2,1,1,33,1,1,1,40,2,36.6224,-121.8199
3,3552,87,1,1,1,61,2,0,1,87,1,45.3833,11.7833
1,3553,47,2,1,1,47,1,0,1,25,2,47.5167,40.8
3,3554,89,1,1,1,50,1,0,1,89,1,45.6847,9.7178
5,3555,55,1,1,1,45,1,1,1,55,1,36.6826,-79.8636
5,3555,55,1,1,1,45,1,1,1,55,1,40.603,-74.5751
5,3555,55,1,1,1,45,1,1,1,55,1,39.4149,-86.4316
5,3556,44,2,1,1,40,1,1,1,44,2,48.0809,-122.1561
5,3556,44,2,1,1,40,1,1,1,44,2,40.2279,-83.3595
5,3556,44,2,1,1,40,1,1,1,44,2,39.1518,-121.5835
5,3556,44,2,1,1,40,1,1,1,44,2,42.9084,-82.4806
44,3557,100,5,1,1,40,1,0,1,100,5,40.0633,44.4408
29,3558,68,1,2,1,42,1,0,1,68,1,-5.8167,13.4833
23,3559,109,5,3,1,9,1,12,1,109,5,36.238,137.972
6,3560,51,1,1,1,37,1,2,1,51,1,51.0278,4.4806
20,3561,55,1,1,1,47,1,0,1,55,1,50.6,6.65
1,3562,36,2,1,1,36,1,0,1,28,2,52.95,55.9333
5,3563,51,1,1,1,26,1,1,1,51,1,43.2352,-87.9839
18,3564,152,3,4,1,22,1,9,1,152,3,14.7333,120.95
23,3565,61,1,1,1,22,1,10,1,61,1,37.4406,140.4932
1,3566,49,2,1,1,49,1,1,1,29,2,45.1333,42.0333
1,3566,49,2,1,1,49,1,1,1,29,2,56.45,59.1333
5,3567,77,1,1,1,43,1,3,1,77,1,35.335,-89.8991
2,3568,59,1,1,1,21,1,2,1,59,1,-24.2808,-47.46
22,3569,57,1,1,1,26,1,1,1,57,1,25.9773,-80.3351
22,3569,57,1,1,1,26,1,1,1,57,1,22.3375,-97.8694
22,3569,57,1,1,1,26,1,1,1,57,1,-38.2667,-57.8333
46,3570,156,3,1,1,30,1,2,1,156,3,25.5269,69.0111
29,3571,30,2,0,1,30,1,0,1,27,2,-7.0398,29.7661
3,3572,82,1,1,1,68,2,0,1,82,1,43.6333,13.3167
9,3573,69,1,1,1,46,1,1,1,69,1,48.9,2.5667
2,3574,24,2,0,1,24,1,0,1,11,2,-17.7319,-49.1008
2,3574,24,2,0,1,24,1,0,1,11,2,-3.2289,-40.125
1,3575,37,2,1,1,30,1,8,1,37,2,55.9167,37.7667
23,3576,86,1,2,1,15,1,12,1,86,1,34.6276,136.1084
18,3577,86,1,2,1,24,1,8,1,86,1,14.1364,121.4165
7,3578,145,5,4,1,49,1,21,1,145,5,37.3606,115.3803
7,3579,153,3,5,1,76,2,16,1,153,3,32.9987,112.5292
128,3580,53,1,1,1,25,1,0,1,53,1,10.1053,-84.3885
47,3581,84,1,3,1,20,1,2,1,84,1,6.4167,101.8167
5,3582,50,2,1,1,39,1,2,1,50,2,31.7315,-93.0975
5,3583,45,2,1,1,41,1,1,1,45,2,42.2814,-71.2411
1,3584,41,2,1,1,41,1,0,1,18,2,56.1417,54.4667
1,3585,35,2,1,1,35,1,0,1,11,2,56.2167,32.8
5,3586,50,2,1,1,50,1,1,1,27,2,38.309,-85.8234
5,3586,50,2,1,1,50,1,1,1,27,2,40.0809,-82.7848
5,3587,52,1,1,1,46,1,2,1,52,1,40.9337,-74.0196
5,3587,52,1,1,1,46,1,2,1,52,1,41.6042,-73.4213
20,3588,62,1,1,1,62,2,0,1,57,1,50.1617,8.3176
20,3589,50,2,1,1,43,1,0,1,50,2,51.3,14.8167
23,3590,94,1,3,1,22,1,13,1,94,1,40.2713,141.3048
23,3591,71,1,1,1,32,1,7,1,71,1,35.2995,139.2555
2,3592,42,2,1,1,12,1,0,1,42,2,-14.72,-56.3278
1,3593,35,2,1,1,32,1,0,1,35,2,57.5667,49.9333
5,3594,54,1,1,1,40,1,4,1,54,1,40.7938,-74.0242
114,3595,166,3,1,1,22,1,0,1,166,3,18.0858,-15.9785
1,3596,39,2,1,1,39,1,1,1,31,2,54.05,39.7167
4,3597,40,2,1,1,40,1,0,1,17,2,53.6667,15.1167
102,3598,105,5,2,1,10,1,7,1,105,5,6.9667,80.7667
5,3599,60,1,1,1,33,1,2,1,60,1,41.8872,-87.7899
5,3599,60,1,1,1,33,1,2,1,60,1,42.4649,-83.1824
5,3599,60,1,1,1,33,1,2,1,60,1,34.185,-118.7669
32,3600,43,2,1,1,43,1,0,1,14,2,55.3958,10.3886
35,3601,42,2,1,1,42,1,1,1,18,2,38.7903,-9.1797
1,3602,30,2,1,1,30,1,0,1,24,2,68.15,33.2833
25,3603,98,1,2,1,46,1,0,1,98,1,11.7444,11.9611
1,3604,32,2,1,1,32,1,0,1,10,2,58.1833,40.1667
18,3605,64,1,1,1,28,1,2,1,64,1,11.38,122.63
98,3606,33,2,1,1,33,1,0,1,19,2,49.4689,105.9575
98,3606,33,2,1,1,33,1,0,1,19,2,49.6167,106.35
20,3607,69,1,1,1,51,2,0,1,69,1,48.8333,12.9667
7,3608,156,3,4,1,45,1,8,1,156,3,44.5333,125.7
20,3609,67,1,1,1,54,2,0,1,67,1,48.0683,7.8825
128,3610,49,2,1,1,26,1,1,1,49,2,9.8967,-84.0706
128,3610,49,2,1,1,26,1,1,1,49,2,10.0315,-84.1877
20,3611,55,1,1,1,48,1,0,1,55,1,50.7333,8.2833
5,3612,51,1,1,1,22,1,4,1,51,1,36.5453,-119.3987
9,3613,76,1,1,1,38,1,2,1,76,1,48.5289,2.0108
5,3614,73,1,1,1,73,2,3,1,33,2,33.7842,-84.3272
10,3615,22,2,0,1,14,1,0,1,22,2,5.8333,-73.0167
16,3616,72,1,2,1,8,1,5,1,72,1,27.5688,95.5566
9,3617,35,2,1,1,35,1,0,1,31,2,42.4801,-79.3324
5,3618,69,1,1,1,69,2,3,1,29,2,33.9418,-84.3122
25,3619,90,1,2,1,61,2,0,1,90,1,11.8283,9.3158
23,3620,50,2,1,1,29,1,6,1,50,2,43.1037,141.5362
5,3621,50,2,1,1,41,1,3,1,50,2,40.536,-74.3697
54,3622,41,2,0,1,41,1,0,1,8,2,40.5817,-4.1258
22,3623,58,1,1,1,28,1,0,1,58,1,23.7823,-105.3585
1,3624,39,2,1,1,39,1,2,1,27,2,55.8833,38.8
86,3625,35,2,1,1,35,1,0,1,29,2,22.6169,-79.8661
5,3626,47,2,1,1,47,1,1,1,36,2,40.1811,-76.1812
32,3627,40,2,1,1,40,1,0,1,22,2,55.4833,8.45
3,3628,96,1,1,1,64,2,0,1,96,1,45.6667,8.8667
5,3629,55,1,1,1,34,1,1,1,55,1,42.4592,-83.1313
5,3629,55,1,1,1,34,1,1,1,55,1,39.1869,-76.6331
5,3629,55,1,1,1,34,1,1,1,55,1,48.8526,-122.5894
36,3630,79,1,1,1,18,1,0,1,79,1,10.7,37.2667
45,3631,62,1,1,1,22,1,0,1,62,1,16.9333,-89.8833
45,3631,62,1,1,1,22,1,0,1,62,1,-7.8658,-37.975
5,3632,63,1,1,1,31,1,3,1,63,1,45.5243,-123.1097
69,3633,35,2,0,1,35,1,0,1,22,2,26.6194,-81.8302
23,3634,85,1,2,1,25,1,19,1,85,1,35.8566,139.5492
23,3634,85,1,2,1,25,1,19,1,85,1,35.9146,138.2407
23,3635,52,1,1,1,44,1,3,1,52,1,34.4833,133.3667
74,3636,46,2,1,1,46,1,0,1,42,2,42.8667,25.3333
148,3637,61,1,2,1,21,1,0,1,61,1,-1.8764,15.8644
2,3638,51,1,1,1,19,1,2,1,51,1,-26.9308,-48.9589
5,3639,51,1,1,1,42,1,1,1,51,1,30.4106,-88.6568
20,3640,60,1,1,1,56,2,0,1,60,1,50.2,9.1667
29,3641,58,1,1,1,12,1,0,1,58,1,3.25,19.7667
20,3642,67,1,1,1,56,2,0,1,67,1,48.4167,10.8667
102,3643,47,2,1,1,17,1,2,1,47,2,5.9739,80.4294
20,3644,53,1,1,1,48,1,0,1,53,1,50.7333,12.3833
5,3645,51,1,1,1,46,1,2,1,51,1,40.8488,-74.2971
5,3646,48,2,2,1,48,1,4,1,42,2,30.4263,-87.2679
5,3647,30,2,0,1,26,1,1,1,30,2,29.7157,-95.4321
5,3648,34,2,1,1,34,1,1,1,30,2,25.7471,-80.3523
5,3648,34,2,1,1,34,1,1,1,30,2,41.8492,-87.8906
20,3649,54,1,1,1,47,1,0,1,54,1,50.95,7.5333
5,3650,58,1,2,1,22,1,9,1,58,1,33.6173,-117.2582
5,3651,46,2,1,1,46,1,3,1,38,2,33.9917,-83.7218
5,3652,60,1,1,1,31,1,1,1,60,1,39.7027,-74.9029
5,3652,60,1,1,1,31,1,1,1,60,1,35.0243,-110.7095
31,3653,57,1,1,1,52,2,0,1,57,1,47.3506,8.2778
20,3654,45,2,1,1,45,1,0,1,30,2,52.2519,11.6297
5,3655,64,1,1,1,64,2,3,1,26,2,43.1306,-80.7467
5,3655,64,1,1,1,64,2,3,1,26,2,34.1026,-84.5091
5,3655,64,1,1,1,64,2,3,1,26,2,42.3096,-88.4353
5,3656,61,1,1,1,36,1,1,1,61,1,42.2113,-83.1558
5,3657,45,2,1,1,45,1,1,1,42,2,39.6829,-83.9413
28,3658,63,1,1,1,53,2,1,1,63,1,40.6556,29.275
16,3659,119,5,3,1,44,1,4,1,119,5,16.7333,82.2167
7,3660,207,4,11,1,3,1,49,1,207,4,31.8775,120.5512
54,3661,27,2,1,1,27,1,1,1,24,2,37.15,-3.6167
54,3662,38,2,1,1,38,1,1,1,16,2,43.2078,-2.8861
5,3663,30,2,1,1,30,1,3,1,29,2,44.4796,-88.0889
12,3664,28,2,1,1,22,1,0,1,28,2,-9.1061,124.8925
50,3665,34,2,0,1,17,1,0,1,34,2,-36.7833,-59.85
28,3666,46,2,1,1,46,1,0,1,24,2,40.3,35.8833
54,3667,22,2,1,1,21,1,2,1,22,2,42.3167,-8.7833
83,3668,45,2,1,1,20,1,0,1,45,2,-2.6972,29.0083
20,3669,59,1,1,1,36,1,2,1,59,1,52.2725,11.855
5,3670,35,2,1,1,35,1,1,1,33,2,34.0746,-98.5672
5,3671,51,1,1,1,22,1,9,1,51,1,43.3167,-79.8
5,3671,51,1,1,1,22,1,9,1,51,1,36.076,-79.4685
5,3671,51,1,1,1,22,1,9,1,51,1,44.4876,-73.2316
5,3671,51,1,1,1,22,1,9,1,51,1,42.5022,-71.2027
5,3671,51,1,1,1,22,1,9,1,51,1,40.8071,-91.1247
5,3671,51,1,1,1,22,1,9,1,51,1,40.0641,-74.8394
5,3671,51,1,1,1,22,1,9,1,51,1,39.0223,-84.7217
5,3671,51,1,1,1,22,1,9,1,51,1,42.6744,-88.2721
5,3671,51,1,1,1,22,1,9,1,51,1,48.4676,-122.3298
5,3671,51,1,1,1,22,1,9,1,51,1,41.7598,-72.959
22,3672,84,1,2,1,11,1,6,1,84,1,20.7,-99.8167
2,3673,78,1,2,1,3,1,7,1,78,1,-23.3558,-46.8769
73,3674,134,5,1,1,20,1,1,1,134,5,9.3005,-64.3564
5,3675,58,1,1,1,18,1,14,1,58,1,42.1227,-88.2896
3,3676,60,1,1,1,44,1,2,1,60,1,44.7833,10.8833
27,3677,33,2,1,1,33,1,2,1,22,2,51.8166,-8.3905
5,3678,33,2,1,1,31,1,8,1,33,2,41.8739,-70.7563
5,3679,71,1,2,1,25,1,9,1,71,1,33.9459,-81.0429
2,3680,56,1,1,1,9,1,1,1,56,1,-3.7419,-43.36
35,3681,14,2,1,1,12,1,3,1,14,2,41.7406,-7.4714
35,3681,14,2,1,1,12,1,3,1,14,2,-0.16,-49.9878
5,3682,46,2,1,1,29,1,8,1,46,2,42.3959,-71.0325
5,3682,46,2,1,1,29,1,8,1,46,2,33.3262,-86.63
5,3683,64,1,2,1,12,1,20,1,64,1,41.8375,-87.6866
2,3684,37,2,1,1,5,1,2,1,37,2,-25.8558,-52.5228
12,3685,71,1,2,1,53,2,0,1,71,1,-6.7071,108.5574
5,3686,77,1,3,1,8,1,31,1,77,1,36.5692,-87.3413
5,3686,77,1,3,1,8,1,31,1,77,1,38.322,-85.7673
5,3686,77,1,3,1,8,1,31,1,77,1,35.457,-93.4803
20,3687,59,1,1,1,36,1,4,1,59,1,50.2667,10.9667
5,3688,63,1,2,1,25,1,7,1,63,1,42.7732,-73.7077
5,3689,85,1,3,1,6,1,22,1,85,1,34.0538,-117.3255
22,3690,142,5,2,1,13,1,3,1,142,5,18.2801,-93.2018
3,3691,74,1,1,1,32,1,4,1,74,1,45.7667,12.85
5,3692,93,1,3,1,8,1,30,1,93,1,33.6646,-83.9966
2,3693,20,2,1,1,9,1,2,1,20,2,-28.6386,-53.6064
48,3694,93,1,1,1,38,1,0,1,93,1,4.2332,103.4479
2,3695,37,2,0,1,9,1,2,1,37,2,-8.6169,-35.95
2,3696,17,2,0,1,17,1,0,1,17,2,-27.2828,-50.5839
71,3697,166,3,1,1,21,1,2,1,166,3,14.6928,-17.4467
16,3698,73,1,0,1,25,1,0,1,73,1,15.2722,73.9924
7,3699,130,5,2,1,130,5,0,1,74,1,22.4707,113.2854
5,3700,42,2,1,1,42,1,3,1,26,2,40.2851,-83.0741
8,3701,38,2,0,1,38,1,0,1,36,2,52.9333,4.75
6,3702,44,2,1,1,27,1,4,1,44,2,50.8833,4.0833
5,3703,30,2,1,1,30,1,4,1,23,2,54.9917,-7.3417
5,3703,30,2,1,1,30,1,4,1,23,2,42.8888,-71.2804
5,3703,30,2,1,1,30,1,4,1,23,2,40.2709,-76.6561
2,3704,137,5,3,1,4,1,15,1,137,5,-23.6861,-46.6106
4,3705,37,2,0,1,33,1,0,1,37,2,53.9875,20.3958
65,3706,37,2,1,1,37,1,0,1,14,2,48.0028,37.8053
65,3706,37,2,1,1,37,1,0,1,14,2,48.3333,39.9333
81,3707,57,1,2,1,17,1,0,1,57,1,11.805,15.8647
9,3708,57,1,1,1,20,1,6,1,57,1,48.6852,2.408
5,3709,43,2,1,1,43,1,4,1,35,2,40.6333,-80.5677
20,3710,51,1,1,1,24,1,4,1,51,1,50.9761,10.3206
22,3711,110,5,2,1,11,1,3,1,110,5,22.9922,-105.8572
22,3711,110,5,2,1,11,1,3,1,110,5,13.5,-89.0333
108,3712,86,1,1,1,18,1,3,1,86,1,12.6631,-87.1694
54,3713,31,2,1,1,31,1,1,1,21,2,38.4789,-0.7967
6,3714,58,1,1,1,25,1,5,1,58,1,50.4,4.4333
5,3715,32,2,1,1,32,1,1,1,28,2,47.4901,-117.579
78,3716,41,2,2,1,13,1,0,1,41,2,-20.2,32.62
5,3717,65,1,2,1,34,1,7,1,65,1,34.6837,-82.8124
5,3718,119,5,3,1,10,1,33,1,119,5,40.8222,-73.9879
30,3719,30,2,1,1,30,1,2,1,26,2,43.9667,-78.1667
5,3720,73,1,1,1,37,1,5,1,73,1,39.916,-75.0758
87,3721,52,1,1,1,11,1,3,1,52,1,9.5167,138.1333
87,3721,52,1,1,1,11,1,3,1,52,1,40.5926,-74.3148
5,3722,52,1,1,1,42,1,3,1,52,1,45.0484,-93.2472
5,3723,58,1,2,1,29,1,3,1,58,1,31.9563,-83.7694
3,3724,39,2,2,1,39,1,6,1,39,2,41.6445,12.9127
3,3725,59,1,2,1,36,1,5,1,59,1,45.6167,11.35
2,3726,54,1,1,1,12,1,1,1,54,1,-10.4428,-45.1619
20,3727,67,1,1,1,40,1,1,1,67,1,51.1333,13.5833
20,3727,67,1,1,1,40,1,1,1,67,1,51.8833,12.4333
20,3728,69,1,1,1,37,1,2,1,69,1,50.8181,12.3875
5,3729,51,1,1,1,42,1,4,1,51,1,39.0144,-76.68
54,3730,34,2,1,1,30,1,1,1,34,2,39.1639,-0.2517
10,3731,39,2,1,1,9,1,3,1,39,2,3.6667,-76.7
20,3732,64,1,1,1,35,1,2,1,64,1,50.7511,9.2711
42,3733,20,2,0,1,20,1,0,1,12,2,-17.8256,48.4289
3,3734,60,1,1,1,36,1,3,1,60,1,42.55,12.4167
3,3734,60,1,1,1,36,1,3,1,60,1,39.0269,-84.2218
2,3735,39,2,0,1,20,1,0,1,39,2,-3.3608,-39.8308
3,3736,56,1,1,1,38,1,4,1,56,1,41.7422,13.1583
9,3737,32,2,1,1,18,1,4,1,32,2,47.4736,-0.5542
10,3738,88,1,3,1,1,1,6,1,88,1,5.2381,-75.784
42,3739,52,1,1,1,22,1,0,1,52,1,-19.8667,47.0333
69,3740,48,2,1,1,39,1,6,1,48,2,41.4472,12.6283
3,3741,87,1,0,1,28,1,1,1,87,1,45.7333,7.3167
5,3742,48,2,1,1,21,1,12,1,48,2,33.3985,-111.535
5,3743,71,1,1,1,8,1,17,1,71,1,28.7015,-81.5316
2,3744,22,2,0,1,21,1,0,1,22,2,-4.5619,-37.77
16,3745,61,1,0,1,26,1,0,1,61,1,13.3346,80.0848
10,3746,52,1,1,1,8,1,1,1,52,1,7.0903,-70.7617
35,3747,36,2,1,1,36,1,5,1,17,2,38.7042,-9.3983
2,3748,78,1,2,1,11,1,5,1,78,1,-22.855,-46.3178
5,3749,57,1,2,1,23,1,14,1,57,1,41.7136,-71.1015
15,3750,58,1,1,1,26,1,7,1,58,1,53.5452,-2.3999
81,3751,156,3,1,1,29,1,0,1,156,3,17.9169,19.1167
3,3752,68,1,2,1,27,1,10,1,68,1,44.8333,11.6167
2,3753,14,2,0,1,14,1,0,1,13,2,-6.7669,-43.0228
5,3754,65,1,1,1,21,1,6,1,65,1,32.2937,-111.011
9,3755,66,1,1,1,20,1,4,1,66,1,48.4089,2.7017
5,3756,123,5,4,1,3,1,41,1,123,5,33.9663,-118.155
5,3757,54,1,1,1,40,1,4,1,54,1,38.7529,-90.228
16,3758,74,1,4,1,39,1,2,1,74,1,23.25,91.45
75,3759,90,1,1,1,24,1,0,1,90,1,10.4356,45.0164
2,3760,91,1,2,1,4,1,9,1,91,1,-19.9678,-44.1978
65,3761,36,2,1,1,36,1,0,1,10,2,51.1474,34.3025
6,3762,57,1,1,1,25,1,5,1,57,1,50.4,4.1667
5,3763,41,2,2,1,30,1,9,1,41,2,41.6901,-88.1021
9,3764,45,2,1,1,26,1,5,1,45,2,50.7017,3.0933
3,3765,104,5,2,1,22,1,6,1,104,5,44.7,7.85
79,3766,41,2,1,1,30,1,5,1,41,2,47.505,9.7492
15,3767,28,2,1,1,28,1,4,1,22,2,50.8208,-0.1375
15,3767,28,2,1,1,28,1,4,1,22,2,39.9716,-104.7963
15,3767,28,2,1,1,28,1,4,1,22,2,43.1175,-77.5835
15,3767,28,2,1,1,28,1,4,1,22,2,44.1222,-77.7642
15,3767,28,2,1,1,28,1,4,1,22,2,40.7023,-80.3677
3,3768,62,1,1,1,62,2,1,1,47,2,40.6333,17.9333
34,3769,126,5,0,1,15,1,0,1,126,5,-31.95,141.4667
33,3770,122,5,4,1,12,1,2,1,122,5,5.5,10.6333
3,3771,61,1,1,1,61,2,3,1,59,1,40.95,14.2667
20,3772,45,2,1,1,33,1,3,1,45,2,49.3256,7.0961
5,3773,114,5,4,1,4,1,33,1,114,5,33.8841,-117.9279
5,3773,114,5,4,1,4,1,33,1,114,5,40.6309,-75.4834
10,3774,116,5,3,1,5,1,13,1,116,5,4.7167,-74.2167
139,3775,45,2,1,1,24,1,0,1,45,2,24.75,85.01
139,3775,45,2,1,1,24,1,0,1,45,2,11.8878,3.4467
54,3776,64,1,1,1,40,1,1,1,64,1,41.9833,2.8167
5,3777,63,1,1,1,32,1,4,1,63,1,-45.8742,170.5036
5,3777,63,1,1,1,32,1,4,1,63,1,28.0329,-82.7862
5,3778,133,5,1,1,23,1,2,1,133,5,33.9949,-96.3923
2,3779,38,2,1,1,16,1,1,1,38,2,-18.3728,-40.8308
5,3780,56,1,1,1,40,1,4,1,56,1,38.7922,-89.9874
53,3781,64,1,1,1,44,1,0,1,64,1,40.6172,47.15
1,3782,42,2,1,1,33,1,0,1,42,2,52.3333,35.3667
1,3782,42,2,1,1,33,1,0,1,42,2,56.25,93.5333
1,3783,37,2,1,1,36,1,0,1,37,2,51.85,41.45
79,3784,66,1,1,1,38,1,1,1,66,1,46.8419,14.8408
50,3785,12,2,0,1,11,1,0,1,12,2,-22.0153,-63.6772
47,3786,53,1,1,1,35,1,0,1,53,1,6.5425,101.2831
5,3787,88,1,2,1,9,1,16,1,88,1,42.8374,-78.7509
8,3788,44,2,1,1,22,1,6,1,44,2,51.9667,5.9667
15,3789,34,2,1,1,34,1,3,1,18,2,53.5521,-2.2992
5,3790,71,1,2,1,17,1,19,1,71,1,39.7771,-86.1458
20,3791,71,1,2,1,33,1,5,1,71,1,49.9747,8.0564
57,3792,50,2,2,1,6,1,8,1,50,2,-20.2167,-70.15
23,3793,74,1,1,1,74,2,1,1,67,1,36.3114,139.1968
1,3794,43,2,1,1,41,1,1,1,43,2,43.6756,43.455
2,3795,26,2,1,1,4,1,0,1,26,2,-4.2758,-55.9839
16,3796,102,5,1,1,39,1,0,1,102,5,21.004,75.568
86,3797,81,1,1,1,25,1,2,1,81,1,23.0428,-82.0094
2,3798,25,2,0,1,7,1,1,1,25,2,-16.4339,-41.0028
20,3799,49,2,1,1,30,1,3,1,49,2,53.5744,7.9008
7,3800,98,1,3,1,30,1,9,1,98,1,22.5833,113.0833
22,3801,50,2,1,1,16,1,2,1,50,2,20.2861,-103.43
22,3802,81,1,1,1,29,1,0,1,81,1,24.291,-103.394
108,3803,47,2,1,1,17,1,0,1,47,2,12.1083,-85.3694
131,3804,36,2,1,1,36,1,0,1,28,2,55.0833,22.7667
13,3805,28,2,1,1,28,1,2,1,20,2,60.4,22.3667
46,3806,159,3,3,1,156,3,1,1,159,3,30.4053,71.8681
5,3807,24,2,0,1,23,1,0,1,24,2,21.392,-157.7396
1,3808,50,2,1,1,35,1,0,1,50,2,51.5,44.4667
95,3809,36,2,1,1,36,1,0,1,21,2,56.6614,16.3628
1,3810,48,2,1,1,36,1,0,1,48,2,56.2667,54.2167
9,3811,66,1,1,1,29,1,3,1,66,1,49.2806,1.7764
1,3812,50,2,1,1,30,1,2,1,50,2,56.65,43.4833
2,3813,30,2,0,1,10,1,1,1,30,2,-3.12,-40.8258
15,3814,36,2,1,1,36,1,3,1,13,2,53.5675,-0.08
15,3814,36,2,1,1,36,1,3,1,13,2,43.2,-79.55
86,3815,72,1,1,1,26,1,3,1,72,1,22.9306,-82.6881
40,3816,31,2,1,1,17,1,0,1,31,2,6.55,-7.4833
8,3817,51,1,1,1,19,1,7,1,51,1,52.15,6.75
7,3818,38,2,2,1,38,1,0,1,33,2,47.4585,126.9632
