Country,City,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM_25_AQI_Value,PM_25_AQI_Category
22,3051,54,1,1,1,30,1,0,1,54,1
146,3052,61,1,1,1,28,1,3,1,61,1
146,3052,61,1,1,1,28,1,3,1,61,1
20,3053,54,1,1,1,48,1,0,1,54,1
54,3054,38,2,1,1,38,1,0,1,38,2
20,3055,43,2,1,1,43,1,0,1,25,2
9,3056,64,1,1,1,39,1,0,1,64,1
16,3057,55,1,1,1,26,1,3,1,55,1
2,3058,55,1,1,1,24,1,0,1,55,1
20,3059,65,1,1,1,60,2,0,1,65,1
46,3060,189,3,2,1,126,5,0,1,189,3
5,3061,59,1,2,1,25,1,4,1,59,1
5,3061,59,1,2,1,25,1,4,1,59,1
5,3062,53,1,1,1,30,1,5,1,53,1
18,3063,65,1,1,1,25,1,2,1,65,1
16,3064,62,1,1,1,38,1,1,1,62,1
16,3064,62,1,1,1,38,1,1,1,62,1
16,3064,62,1,1,1,38,1,1,1,62,1
18,3065,30,2,1,1,30,1,0,1,19,2
18,3065,30,2,1,1,30,1,0,1,19,2
2,3066,25,2,0,1,13,1,0,1,25,2
69,3067,134,5,1,1,24,1,0,1,134,5
3,3068,44,2,1,1,44,1,1,1,20,2
5,3069,70,1,1,1,19,1,6,1,70,1
63,3070,53,1,2,1,24,1,0,1,53,1
20,3071,68,1,2,1,27,1,8,1,68,1
65,3072,67,1,1,1,38,1,0,1,67,1
16,3073,68,1,2,1,47,1,0,1,68,1
10,3074,75,1,2,1,9,1,4,1,75,1
3,3075,71,1,2,1,52,2,11,1,71,1
5,3076,34,2,1,1,28,1,1,1,34,2
6,3077,48,2,1,1,30,1,6,1,48,2
2,3078,30,2,0,1,9,1,2,1,30,2
8,3079,55,1,1,1,37,1,4,1,55,1
14,3080,212,4,14,1,21,1,17,1,212,4
8,3081,61,1,1,1,28,1,6,1,61,1
6,3082,50,2,1,1,37,1,3,1,50,2
5,3083,52,1,2,1,37,1,8,1,52,1
20,3084,66,1,2,1,24,1,9,1,66,1
3,3085,55,1,1,1,45,1,0,1,55,1
20,3086,62,1,1,1,34,1,3,1,62,1
54,3087,51,1,1,1,18,1,4,1,51,1
55,3088,46,2,1,1,17,1,0,1,46,2
16,3089,58,1,1,1,43,1,0,1,58,1
15,3090,60,1,1,1,21,1,5,1,60,1
28,3091,53,1,1,1,48,1,0,1,53,1
2,3092,68,1,2,1,3,1,5,1,68,1
74,3093,76,1,1,1,43,1,0,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
5,3094,76,1,2,1,36,1,7,1,76,1
20,3095,64,1,1,1,35,1,3,1,64,1
3,3096,50,2,1,1,36,1,3,1,50,2
5,3097,58,1,1,1,10,1,15,1,58,1
18,3098,38,2,1,1,19,1,0,1,38,2
18,3098,38,2,1,1,19,1,0,1,38,2
79,3099,68,1,1,1,34,1,1,1,68,1
83,3100,41,2,1,1,17,1,0,1,41,2
15,3101,59,1,1,1,27,1,5,1,59,1
69,3102,159,3,1,1,94,2,2,1,159,3
65,3103,34,2,1,1,34,1,1,1,17,2
8,3104,30,2,1,1,26,1,5,1,30,2
8,3104,30,2,1,1,26,1,5,1,30,2
2,3105,17,2,0,1,11,1,2,1,17,2
2,3105,17,2,0,1,11,1,2,1,17,2
3,3106,55,1,1,1,21,1,2,1,55,1
9,3107,50,2,1,1,23,1,5,1,50,2
5,3108,54,1,1,1,18,1,6,1,54,1
5,3109,45,2,1,1,14,1,12,1,45,2
5,3110,129,5,4,1,3,1,35,1,129,5
3,3111,63,1,1,1,37,1,2,1,63,1
15,3112,33,2,1,1,33,1,3,1,19,2
5,3113,83,1,2,1,31,1,13,1,83,1
47,3114,35,2,0,1,24,1,0,1,35,2
5,3115,56,1,1,1,23,1,9,1,56,1
7,3116,65,1,2,1,65,2,0,1,49,2
23,3117,29,2,0,1,29,1,1,1,24,2
23,3118,67,1,1,1,63,2,1,1,67,1
56,3119,15,2,0,1,1,1,1,1,15,2
23,3120,44,2,1,1,44,1,1,1,43,2
23,3120,44,2,1,1,44,1,1,1,43,2
137,3121,31,2,1,1,31,1,0,1,23,2
20,3122,51,1,1,1,29,1,3,1,51,1
37,3123,71,1,1,1,40,1,1,1,71,1
20,3124,51,1,1,1,34,1,2,1,51,1
14,3125,172,3,9,1,18,1,12,1,172,3
47,3126,45,2,1,1,24,1,0,1,45,2
69,3127,84,1,1,1,25,1,1,1,84,1
6,3128,41,2,1,1,33,1,2,1,41,2
60,3129,69,1,1,1,40,1,1,1,69,1
23,3130,34,2,1,1,34,1,1,1,19,2
13,3131,24,2,1,1,24,1,0,1,3,2
9,3132,61,1,1,1,19,1,6,1,61,1
5,3133,47,2,1,1,38,1,2,1,47,2
50,3134,43,2,1,1,12,1,8,1,43,2
50,3134,43,2,1,1,12,1,8,1,43,2
50,3134,43,2,1,1,12,1,8,1,43,2
5,3135,71,1,1,1,27,1,5,1,71,1
25,3136,117,5,4,1,20,1,1,1,117,5
5,3137,41,2,1,1,41,1,3,1,32,2
5,3137,41,2,1,1,41,1,3,1,32,2
5,3137,41,2,1,1,41,1,3,1,32,2
5,3137,41,2,1,1,41,1,3,1,32,2
5,3137,41,2,1,1,41,1,3,1,32,2
5,3137,41,2,1,1,41,1,3,1,32,2
5,3138,42,2,1,1,42,1,2,1,27,2
20,3139,50,2,1,1,24,1,3,1,50,2
9,3140,50,2,1,1,35,1,1,1,50,2
35,3141,33,2,0,1,33,1,1,1,23,2
3,3142,98,1,1,1,36,1,5,1,98,1
1,3143,74,1,2,1,51,2,0,1,74,1
131,3144,34,2,0,1,34,1,0,1,33,2
1,3145,29,2,1,1,29,1,0,1,16,2
7,3146,127,5,3,1,127,5,3,1,114,5
4,3147,99,1,1,1,32,1,2,1,99,1
70,3148,34,2,1,1,16,1,0,1,34,2
70,3148,34,2,1,1,16,1,0,1,34,2
7,3149,156,3,2,1,156,3,2,1,84,1
2,3150,37,2,1,1,19,1,1,1,37,2
1,3151,34,2,1,1,34,1,1,1,25,2
34,3152,31,2,0,1,31,1,2,1,16,2
5,3153,30,2,1,1,18,1,2,1,30,2
5,3153,30,2,1,1,18,1,2,1,30,2
5,3154,77,1,2,1,6,1,22,1,77,1
15,3155,30,2,0,1,30,1,0,1,11,2
3,3156,57,1,2,1,36,1,10,1,57,1
3,3156,57,1,2,1,36,1,10,1,57,1
3,3156,57,1,2,1,36,1,10,1,57,1
3,3156,57,1,2,1,36,1,10,1,57,1
3,3156,57,1,2,1,36,1,10,1,57,1
3,3156,57,1,2,1,36,1,10,1,57,1
5,3157,47,2,1,1,28,1,9,1,47,2
5,3158,65,1,1,1,12,1,18,1,65,1
14,3159,33,2,1,1,23,1,1,1,33,2
5,3160,53,1,1,1,38,1,9,1,53,1
1,3161,56,1,1,1,22,1,13,1,56,1
16,3162,51,1,0,1,21,1,0,1,51,1
16,3163,63,1,1,1,34,1,0,1,63,1
16,3164,152,3,1,1,34,1,0,1,152,3
12,3165,50,2,1,1,31,1,1,1,50,2
20,3166,33,2,0,1,33,1,0,1,32,2
18,3167,63,1,1,1,24,1,1,1,63,1
97,3168,32,2,1,1,32,1,1,1,16,2
3,3169,49,2,1,1,49,1,3,1,22,2
1,3170,60,1,0,1,28,1,0,1,60,1
1,3171,53,1,1,1,28,1,6,1,53,1
5,3172,52,1,1,1,22,1,7,1,52,1
16,3173,500,6,1,1,44,1,2,1,446,6
16,3173,500,6,1,1,44,1,2,1,446,6
6,3174,39,2,1,1,24,1,4,1,39,2
5,3175,138,5,4,1,3,1,30,1,138,5
6,3176,40,2,1,1,26,1,2,1,40,2
1,3177,31,2,0,1,30,1,0,1,31,2
1,3177,31,2,0,1,30,1,0,1,31,2
1,3177,31,2,0,1,30,1,0,1,31,2
16,3178,73,1,1,1,73,2,0,1,68,1
54,3179,34,2,1,1,28,1,2,1,34,2
8,3180,40,2,1,1,29,1,4,1,40,2
7,3181,73,1,3,1,39,1,2,1,73,1
5,3182,77,1,2,1,14,1,7,1,77,1
5,3182,77,1,2,1,14,1,7,1,77,1
5,3182,77,1,2,1,14,1,7,1,77,1
5,3182,77,1,2,1,14,1,7,1,77,1
5,3182,77,1,2,1,14,1,7,1,77,1
5,3183,57,1,1,1,43,1,5,1,57,1
5,3184,500,6,133,2,0,1,53,2,500,6
5,3184,500,6,133,2,0,1,53,2,500,6
5,3184,500,6,133,2,0,1,53,2,500,6
15,3185,56,1,0,1,31,1,1,1,56,1
15,3185,56,1,0,1,31,1,1,1,56,1
15,3185,56,1,0,1,31,1,1,1,56,1
123,3186,81,1,1,1,40,1,0,1,81,1
20,3187,37,2,1,1,37,1,1,1,22,2
5,3188,54,1,1,1,25,1,4,1,54,1
5,3189,39,2,1,1,26,1,6,1,39,2
5,3190,57,1,1,1,25,1,6,1,57,1
20,3191,33,2,1,1,32,1,3,1,33,2
69,3192,44,2,0,1,37,1,1,1,44,2
20,3193,32,2,0,1,32,1,1,1,28,2
23,3194,43,2,1,1,43,1,1,1,32,2
23,3195,41,2,1,1,40,1,3,1,41,2
7,3196,82,1,3,1,35,1,8,1,82,1
5,3197,51,1,1,1,44,1,5,1,51,1
10,3198,149,5,2,1,10,1,6,1,149,5
3,3199,61,1,1,1,61,2,1,1,42,2
3,3200,35,2,1,1,35,1,2,1,20,2
34,3201,33,2,0,1,25,1,1,1,33,2
20,3202,31,2,0,1,31,1,1,1,26,2
5,3203,55,1,1,1,9,1,18,1,55,1
35,3204,35,2,0,1,27,1,1,1,35,2
28,3205,37,2,1,1,37,1,1,1,35,2
86,3206,95,1,1,1,26,1,1,1,95,1
2,3207,30,2,1,1,10,1,1,1,30,2
5,3208,42,2,1,1,28,1,8,1,42,2
5,3208,42,2,1,1,28,1,8,1,42,2
5,3208,42,2,1,1,28,1,8,1,42,2
5,3208,42,2,1,1,28,1,8,1,42,2
5,3208,42,2,1,1,28,1,8,1,42,2
6,3209,34,2,1,1,29,1,2,1,34,2
5,3210,41,2,1,1,41,1,2,1,39,2
9,3211,28,2,1,1,27,1,2,1,28,2
10,3212,51,1,1,1,6,1,3,1,51,1
10,3212,51,1,1,1,6,1,3,1,51,1
10,3212,51,1,1,1,6,1,3,1,51,1
10,3212,51,1,1,1,6,1,3,1,51,1
10,3212,51,1,1,1,6,1,3,1,51,1
10,3212,51,1,1,1,6,1,3,1,51,1
5,3213,54,1,1,1,20,1,5,1,54,1
3,3214,43,2,1,1,43,1,3,1,42,2
2,3215,124,5,4,1,0,1,11,1,124,5
35,3216,29,2,0,1,29,1,2,1,20,2
33,3217,110,5,4,1,12,1,2,1,110,5
20,3218,49,2,1,1,22,1,4,1,49,2
22,3219,183,3,4,1,12,1,16,1,183,3
8,3220,34,2,0,1,34,1,1,1,34,2
5,3221,43,2,1,1,30,1,5,1,43,2
69,3222,62,1,1,1,16,1,10,1,62,1
1,3223,36,2,1,1,36,1,0,1,35,2
5,3224,64,1,2,1,15,1,20,1,64,1
1,3225,36,2,1,1,36,1,0,1,34,2
5,3226,28,2,1,1,28,1,4,1,25,2
5,3227,59,1,1,1,27,1,1,1,59,1
7,3228,169,3,3,1,169,3,3,1,104,5
5,3229,35,2,1,1,18,1,4,1,35,2
45,3230,81,1,2,1,10,1,8,1,81,1
2,3231,21,2,0,1,17,1,0,1,21,2
3,3232,116,5,2,1,31,1,5,1,116,5
15,3233,30,2,1,1,30,1,2,1,27,2
22,3234,52,1,1,1,6,1,4,1,52,1
83,3235,23,2,0,1,15,1,0,1,23,2
20,3236,57,1,1,1,28,1,3,1,57,1
5,3237,40,2,1,1,30,1,5,1,40,2
15,3238,30,2,1,1,18,1,7,1,30,2
16,3239,159,3,4,1,128,5,1,1,159,3
92,3240,57,1,1,1,22,1,0,1,57,1
63,3241,37,2,0,1,17,1,0,1,37,2
16,3242,142,5,2,1,142,5,1,1,139,5
83,3243,42,2,1,1,13,1,0,1,42,2
33,3244,67,1,2,1,22,1,0,1,67,1
16,3245,177,3,3,1,163,3,2,1,177,3
13,3246,29,2,0,1,29,1,1,1,5,2
16,3247,76,1,2,1,72,2,1,1,76,1
20,3248,65,1,1,1,38,1,1,1,65,1
5,3249,43,2,1,1,43,1,4,1,38,2
69,3250,44,2,1,1,44,1,1,1,43,2
1,3251,52,1,1,1,29,1,1,1,52,1
1,3251,52,1,1,1,29,1,1,1,52,1
3,3252,57,1,2,1,30,1,5,1,57,1
1,3253,36,2,1,1,36,1,1,1,34,2
3,3254,88,1,2,1,30,1,6,1,88,1
16,3255,500,6,1,1,41,1,0,1,500,6
1,3256,32,2,1,1,29,1,0,1,32,2
5,3257,63,1,2,1,22,1,11,1,63,1
7,3258,206,4,5,1,206,4,4,1,150,3
7,3258,206,4,5,1,206,4,4,1,150,3
23,3259,46,2,1,1,46,1,0,1,23,2
18,3260,52,1,1,1,23,1,0,1,52,1
18,3260,52,1,1,1,23,1,0,1,52,1
18,3260,52,1,1,1,23,1,0,1,52,1
18,3260,52,1,1,1,23,1,0,1,52,1
20,3261,35,2,1,1,24,1,3,1,35,2
7,3262,200,3,5,1,200,3,4,1,155,3
1,3263,35,2,1,1,35,1,0,1,32,2
1,3264,43,2,1,1,43,1,2,1,39,2
16,3265,217,4,1,1,44,1,0,1,217,4
22,3266,54,1,1,1,10,1,3,1,54,1
5,3267,47,2,1,1,21,1,10,1,47,2
5,3268,59,1,2,1,13,1,9,1,59,1
82,3269,53,1,1,1,5,1,1,1,53,1
146,3270,87,1,2,1,15,1,10,1,87,1
7,3271,163,3,5,1,163,3,4,1,136,5
23,3272,48,2,1,1,48,1,1,1,24,2
50,3273,26,2,0,1,26,1,0,1,12,2
86,3274,49,2,1,1,23,1,1,1,49,2
86,3274,49,2,1,1,23,1,1,1,49,2
86,3274,49,2,1,1,23,1,1,1,49,2
86,3274,49,2,1,1,23,1,1,1,49,2
86,3274,49,2,1,1,23,1,1,1,49,2
5,3275,50,2,1,1,38,1,4,1,50,2
5,3275,50,2,1,1,38,1,4,1,50,2
5,3275,50,2,1,1,38,1,4,1,50,2
5,3275,50,2,1,1,38,1,4,1,50,2
5,3275,50,2,1,1,38,1,4,1,50,2
5,3275,50,2,1,1,38,1,4,1,50,2
46,3276,147,5,1,1,50,1,0,1,147,5
22,3277,32,2,1,1,6,1,4,1,32,2
22,3277,32,2,1,1,6,1,4,1,32,2
16,3278,156,3,1,1,36,1,0,1,156,3
1,3279,34,2,1,1,34,1,1,1,6,2
88,3280,64,1,1,1,46,1,0,1,64,1
2,3281,44,2,1,1,3,1,4,1,44,2
31,3282,36,2,1,1,24,1,2,1,36,2
5,3283,43,2,1,1,43,1,2,1,36,2
47,3284,66,1,0,1,22,1,0,1,66,1
9,3285,58,1,2,1,19,1,8,1,58,1
2,3286,59,1,2,1,1,1,5,1,59,1
20,3287,28,2,0,1,26,1,2,1,28,2
16,3288,68,1,0,1,26,1,0,1,68,1
1,3289,34,2,1,1,34,1,0,1,27,2
14,3290,153,3,7,1,6,1,9,1,153,3
20,3291,30,2,0,1,30,1,1,1,26,2
5,3292,45,2,1,1,43,1,2,1,45,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
15,3293,34,2,1,1,15,1,10,1,34,2
5,3294,42,2,1,1,42,1,2,1,36,2
5,3295,52,1,1,1,22,1,13,1,52,1
20,3296,46,2,0,1,30,1,2,1,46,2
7,3297,175,3,6,1,175,3,6,1,157,3
7,3298,122,5,3,1,93,2,6,1,122,5
7,3299,133,5,4,1,133,5,4,1,122,5
7,3300,95,1,3,1,46,1,2,1,95,1
47,3301,58,1,0,1,31,1,0,1,58,1
16,3302,124,5,1,1,36,1,0,1,124,5
43,3303,50,2,2,1,9,1,1,1,50,2
44,3304,52,1,1,1,37,1,0,1,52,1
7,3305,155,3,2,1,155,3,1,1,83,1
57,3306,45,2,1,1,16,1,4,1,45,2
7,3307,181,3,5,1,181,3,11,1,151,3
79,3308,58,1,1,1,31,1,2,1,58,1
45,3309,79,1,3,1,8,1,10,1,79,1
45,3309,79,1,3,1,8,1,10,1,79,1
45,3309,79,1,3,1,8,1,10,1,79,1
1,3310,47,2,1,1,34,1,1,1,47,2
1,3311,29,2,1,1,29,1,1,1,12,2
5,3312,36,2,1,1,36,1,3,1,36,2
137,3313,54,1,1,1,35,1,0,1,54,1
5,3314,51,1,1,1,31,1,8,1,51,1
5,3315,50,2,1,1,23,1,9,1,50,2
6,3316,38,2,1,1,26,1,3,1,38,2
5,3317,55,1,1,1,22,1,10,1,55,1
5,3318,56,1,1,1,46,1,4,1,56,1
20,3319,32,2,0,1,28,1,1,1,32,2
4,3320,34,2,1,1,31,1,1,1,34,2
2,3321,51,1,1,1,14,1,4,1,51,1
2,3322,63,1,1,1,5,1,3,1,63,1
20,3323,35,2,1,1,35,1,1,1,27,2
5,3324,46,2,1,1,31,1,7,1,46,2
7,3325,38,2,1,1,38,1,0,1,25,2
78,3326,52,1,2,1,13,1,0,1,52,1
8,3327,38,2,1,1,27,1,4,1,38,2
47,3328,44,2,0,1,22,1,0,1,44,2
69,3329,39,2,1,1,39,1,0,1,19,2
15,3330,46,2,1,1,21,1,4,1,46,2
3,3331,55,1,1,1,55,2,2,1,18,2
5,3332,41,2,1,1,30,1,5,1,41,2
18,3333,48,2,0,1,24,1,0,1,48,2
5,3334,32,2,1,1,27,1,4,1,32,2
5,3335,58,1,2,1,30,1,13,1,58,1
20,3336,37,2,0,1,33,1,1,1,37,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
5,3337,44,2,1,1,38,1,3,1,44,2
2,3338,30,2,1,1,16,1,2,1,30,2
16,3339,176,3,4,1,155,3,1,1,176,3
68,3340,52,1,1,1,40,1,2,1,52,1
15,3341,52,1,1,1,27,1,6,1,52,1
5,3342,66,1,2,1,17,1,20,1,66,1
3,3343,63,1,1,1,30,1,5,1,63,1
20,3344,28,2,1,1,28,1,2,1,27,2
23,3345,42,2,1,1,42,1,1,1,36,2
5,3346,60,1,2,1,27,1,8,1,60,1
15,3347,48,2,0,1,30,1,1,1,48,2
15,3347,48,2,0,1,30,1,1,1,48,2
5,3348,68,1,1,1,44,1,5,1,68,1
6,3349,30,2,1,1,28,1,3,1,30,2
1,3350,53,1,1,1,41,1,0,1,53,1
20,3351,36,2,1,1,36,1,1,1,25,2
20,3352,34,2,1,1,34,1,2,1,33,2
18,3353,46,2,1,1,24,1,0,1,46,2
16,3354,152,3,0,1,38,1,0,1,152,3
1,3355,65,1,1,1,35,1,0,1,65,1
16,3356,324,6,2,1,150,3,1,1,324,6
16,3356,324,6,2,1,150,3,1,1,324,6
16,3356,324,6,2,1,150,3,1,1,324,6
140,3357,62,1,2,1,8,1,0,1,62,1
16,3358,290,4,2,1,99,2,1,1,283,4
1,3359,39,2,1,1,39,1,0,1,35,2
3,3360,34,2,1,1,34,1,2,1,20,2
2,3361,36,2,1,1,5,1,2,1,36,2
70,3362,60,1,1,1,12,1,0,1,60,1
5,3363,51,1,1,1,10,1,15,1,51,1
20,3364,35,2,1,1,35,1,2,1,25,2
69,3365,60,1,1,1,26,1,0,1,60,1
15,3366,61,1,0,1,31,1,0,1,61,1
15,3367,29,2,0,1,29,1,2,1,22,2
60,3368,47,2,1,1,39,1,1,1,47,2
5,3369,119,5,4,1,6,1,36,1,119,5
10,3370,106,5,3,1,2,1,8,1,106,5
34,3371,23,2,0,1,23,1,0,1,23,2
69,3372,37,2,1,1,37,1,1,1,25,2
14,3373,123,5,15,1,20,1,12,1,123,5
8,3374,39,2,1,1,28,1,4,1,39,2
8,3374,39,2,1,1,28,1,4,1,39,2
8,3374,39,2,1,1,28,1,4,1,39,2
8,3374,39,2,1,1,28,1,4,1,39,2
8,3374,39,2,1,1,28,1,4,1,39,2
9,3375,42,2,1,1,34,1,1,1,42,2
16,3376,265,4,4,1,166,3,1,1,265,4
16,3377,162,3,1,1,92,2,2,1,162,3
9,3378,40,2,0,1,40,1,0,1,23,2
46,3379,275,4,2,1,112,5,1,1,275,4
78,3380,36,2,1,1,18,1,0,1,36,2
11,3381,41,2,1,1,41,1,1,1,33,2
16,3382,153,3,1,1,47,1,0,1,153,3
16,3382,153,3,1,1,47,1,0,1,153,3
6,3383,43,2,1,1,23,1,5,1,43,2
5,3384,41,2,1,1,35,1,6,1,41,2
54,3385,30,2,0,1,30,1,1,1,29,2
16,3386,165,3,1,1,109,5,1,1,165,3
20,3387,29,2,0,1,29,1,1,1,24,2
1,3388,50,2,1,1,43,1,0,1,50,2
81,3389,46,2,2,1,11,1,0,1,46,2
2,3390,24,2,0,1,11,1,0,1,24,2
2,3390,24,2,0,1,11,1,0,1,24,2
2,3390,24,2,0,1,11,1,0,1,24,2
2,3390,24,2,0,1,11,1,0,1,24,2
2,3390,24,2,0,1,11,1,0,1,24,2
6,3391,38,2,1,1,28,1,4,1,38,2
18,3392,70,1,0,1,25,1,0,1,70,1
35,3393,36,2,1,1,23,1,4,1,36,2
20,3394,31,2,1,1,29,1,3,1,31,2
20,3395,35,2,0,1,35,1,1,1,26,2
2,3396,128,5,5,1,0,1,8,1,128,5
10,3397,61,1,2,1,4,1,4,1,61,1
1,3398,29,2,1,1,29,1,0,1,18,2
29,3399,58,1,1,1,23,1,0,1,58,1
20,3400,30,2,0,1,30,1,1,1,29,2
5,3401,78,1,2,1,11,1,27,1,78,1
18,3402,54,1,1,1,19,1,0,1,54,1
18,3403,50,2,0,1,23,1,0,1,50,2
22,3404,70,1,1,1,7,1,9,1,70,1
3,3405,35,2,1,1,35,1,1,1,19,2
2,3406,37,2,1,1,6,1,1,1,37,2
43,3407,81,1,1,1,21,1,0,1,81,1
57,3408,47,2,1,1,7,1,7,1,47,2
3,3409,58,1,1,1,39,1,1,1,58,1
3,3410,54,1,1,1,36,1,2,1,54,1
3,3411,50,2,1,1,32,1,4,1,50,2
20,3412,37,2,1,1,37,1,1,1,23,2
50,3413,11,2,0,1,11,1,1,1,4,2
5,3414,60,1,1,1,41,1,5,1,60,1
5,3415,66,1,2,1,7,1,17,1,66,1
22,3416,50,2,1,1,12,1,4,1,50,2
8,3417,37,2,1,1,32,1,3,1,37,2
86,3418,86,1,1,1,21,1,2,1,86,1
1,3419,43,2,1,1,43,1,1,1,16,2
28,3420,55,1,1,1,41,1,0,1,55,1
24,3421,146,5,5,1,0,1,13,1,146,5
24,3421,146,5,5,1,0,1,13,1,146,5
44,3422,53,1,1,1,31,1,0,1,53,1
2,3423,27,2,0,1,12,1,1,1,27,2
5,3424,33,2,1,1,19,1,9,1,33,2
7,3425,53,1,0,1,37,1,0,1,53,1
7,3425,53,1,0,1,37,1,0,1,53,1
5,3426,40,2,1,1,38,1,3,1,40,2
5,3426,40,2,1,1,38,1,3,1,40,2
5,3427,48,2,1,1,24,1,2,1,48,2
9,3428,40,2,1,1,24,1,2,1,40,2
9,3429,40,2,1,1,20,1,3,1,40,2
6,3430,35,2,1,1,30,1,3,1,35,2
47,3431,47,2,0,1,23,1,0,1,47,2
142,3432,63,1,1,1,22,1,5,1,63,1
5,3433,53,1,1,1,23,1,5,1,53,1
16,3434,185,3,1,1,78,2,1,1,185,3
32,3435,40,2,0,1,31,1,2,1,40,2
16,3436,134,5,0,1,23,1,0,1,134,5
84,3437,39,2,0,1,25,1,0,1,39,2
32,3438,36,2,0,1,33,1,1,1,36,2
65,3439,51,1,1,1,43,1,0,1,51,1
10,3440,56,1,2,1,3,1,4,1,56,1
10,3440,56,1,2,1,3,1,4,1,56,1
10,3440,56,1,2,1,3,1,4,1,56,1
10,3440,56,1,2,1,3,1,4,1,56,1
10,3440,56,1,2,1,3,1,4,1,56,1
10,3440,56,1,2,1,3,1,4,1,56,1
62,3441,32,2,0,1,32,1,1,1,25,2
28,3442,49,2,1,1,49,1,1,1,30,2
147,3443,77,1,1,1,19,1,0,1,77,1
5,3444,73,1,1,1,28,1,4,1,73,1
5,3445,61,1,1,1,33,1,3,1,61,1
5,3446,69,1,2,1,23,1,9,1,69,1
15,3447,27,2,0,1,27,1,2,1,26,2
79,3448,38,2,1,1,30,1,1,1,38,2
1,3449,31,2,1,1,31,1,0,1,29,2
49,3450,46,2,1,1,14,1,2,1,46,2
1,3451,65,1,1,1,23,1,2,1,65,1
9,3452,38,2,0,1,38,1,0,1,19,2
20,3453,29,2,1,1,29,1,2,1,27,2
2,3454,28,2,0,1,14,1,1,1,28,2
5,3455,51,1,1,1,29,1,7,1,51,1
53,3456,65,1,1,1,40,1,0,1,65,1
53,3456,65,1,1,1,40,1,0,1,65,1
65,3457,54,1,1,1,31,1,1,1,54,1
45,3458,65,1,2,1,11,1,5,1,65,1
95,3459,35,2,0,1,35,1,0,1,22,2
5,3460,56,1,2,1,10,1,15,1,56,1
5,3460,56,1,2,1,10,1,15,1,56,1
5,3461,136,5,4,1,5,1,34,1,136,5
2,3462,71,1,2,1,3,1,6,1,71,1
2,3463,103,5,4,1,7,1,11,1,103,5
5,3464,31,2,1,1,20,1,5,1,31,2
81,3465,81,1,2,1,10,1,0,1,81,1
37,3466,44,2,1,1,29,1,2,1,44,2
9,3467,50,2,1,1,19,1,4,1,50,2
3,3468,58,1,1,1,38,1,1,1,58,1
47,3469,34,2,0,1,17,1,0,1,34,2
2,3470,32,2,0,1,18,1,1,1,32,2
13,3471,36,2,1,1,36,1,1,1,24,2
20,3472,36,2,1,1,36,1,1,1,25,2
3,3473,34,2,1,1,34,1,2,1,20,2
2,3474,14,2,1,1,4,1,0,1,14,2
60,3475,54,1,1,1,33,1,1,1,54,1
80,3476,38,2,1,1,33,1,1,1,38,2
1,3477,35,2,1,1,32,1,0,1,35,2
20,3478,55,1,1,1,43,1,1,1,55,1
24,3479,71,1,2,1,23,1,3,1,71,1
139,3480,152,3,1,1,37,1,0,1,152,3
43,3481,39,2,1,1,24,1,0,1,39,2
3,3482,51,1,1,1,51,2,0,1,49,2
5,3483,78,1,1,1,31,1,0,1,78,1
16,3484,161,3,2,1,32,1,3,1,161,3
3,3485,64,1,1,1,64,2,0,1,48,2
5,3486,30,2,0,1,26,1,1,1,30,2
2,3487,16,2,0,1,11,1,0,1,16,2
2,3487,16,2,0,1,11,1,0,1,16,2
34,3488,52,1,0,1,18,1,0,1,52,1
5,3489,35,2,1,1,27,1,1,1,35,2
54,3490,38,2,1,1,38,1,0,1,28,2
16,3491,172,3,4,1,76,2,6,1,172,3
16,3492,168,3,4,1,39,1,9,1,168,3
69,3493,80,1,1,1,68,2,0,1,80,1
16,3494,87,1,2,1,18,1,5,1,87,1
1,3495,32,2,1,1,32,1,0,1,23,2
22,3496,230,4,1,1,34,1,3,1,230,4
54,3497,41,2,1,1,41,1,0,1,11,2
5,3498,52,1,1,1,52,2,1,1,40,2
22,3499,64,1,1,1,29,1,0,1,64,1
23,3500,53,1,1,1,26,1,4,1,53,1
97,3501,42,2,1,1,42,1,0,1,13,2
81,3502,130,5,1,1,46,1,0,1,130,5
21,3503,69,1,0,1,30,1,0,1,69,1
20,3504,37,2,1,1,37,1,0,1,21,2
5,3505,29,2,0,1,27,1,1,1,29,2
