Country,City,AQI_Value,AQI_Category,CO_AQI_Value,CO_AQI_Category,Ozone_AQI_Value,Ozone_AQI_Category,NO2_AQI_Value,NO2_AQI_Category,PM_25_AQI_Value,PM_25_AQI_Category
3,6771,87,1,1,1,37,1,3,1,87,1
22,6772,45,2,1,1,25,1,2,1,45,2
69,6773,26,2,1,1,26,1,5,1,25,2
2,6774,18,2,1,1,4,1,3,1,18,2
5,6775,43,2,1,1,28,1,7,1,43,2
5,6775,43,2,1,1,28,1,7,1,43,2
5,6775,43,2,1,1,28,1,7,1,43,2
5,6776,64,1,2,1,31,1,10,1,64,1
20,6777,68,1,1,1,39,1,3,1,68,1
102,6778,59,1,0,1,26,1,0,1,59,1
8,6779,50,2,1,1,22,1,7,1,50,2
31,6780,63,1,1,1,30,1,2,1,63,1
18,6781,31,2,1,1,31,1,0,1,20,2
1,6782,39,2,1,1,37,1,0,1,39,2
77,6783,160,3,8,1,0,1,5,1,160,3
10,6784,65,1,2,1,0,1,5,1,65,1
9,6785,53,1,1,1,28,1,2,1,53,1
20,6786,56,1,1,1,36,1,2,1,56,1
5,6787,46,2,1,1,30,1,7,1,46,2
15,6788,32,2,1,1,32,1,3,1,22,2
15,6788,32,2,1,1,32,1,3,1,22,2
15,6788,32,2,1,1,32,1,3,1,22,2
15,6788,32,2,1,1,32,1,3,1,22,2
15,6788,32,2,1,1,32,1,3,1,22,2
15,6788,32,2,1,1,32,1,3,1,22,2
5,6789,67,1,1,1,37,1,4,1,67,1
5,6789,67,1,1,1,37,1,4,1,67,1
5,6789,67,1,1,1,37,1,4,1,67,1
5,6789,67,1,1,1,37,1,4,1,67,1
5,6790,47,2,1,1,30,1,7,1,47,2
3,6791,68,1,1,1,36,1,2,1,68,1
5,6792,58,1,2,1,35,1,6,1,58,1
5,6792,58,1,2,1,35,1,6,1,58,1
5,6792,58,1,2,1,35,1,6,1,58,1
5,6792,58,1,2,1,35,1,6,1,58,1
5,6792,58,1,2,1,35,1,6,1,58,1
5,6793,88,1,2,1,21,1,17,1,88,1
20,6794,55,1,1,1,17,1,10,1,55,1
16,6795,78,1,2,1,48,1,1,1,78,1
69,6796,30,2,1,1,30,1,3,1,28,2
11,6797,55,1,1,1,43,1,1,1,55,1
5,6798,53,1,1,1,31,1,6,1,53,1
15,6799,24,2,1,1,24,1,5,1,24,2
5,6800,101,5,2,1,15,1,4,1,101,5
111,6801,67,1,1,1,21,1,2,1,67,1
8,6802,38,2,1,1,24,1,6,1,38,2
109,6803,65,1,1,1,44,1,0,1,65,1
20,6804,56,1,1,1,39,1,2,1,56,1
12,6805,28,2,0,1,15,1,0,1,28,2
1,6806,39,2,1,1,35,1,0,1,39,2
9,6807,60,1,1,1,29,1,2,1,60,1
6,6808,65,1,1,1,26,1,7,1,65,1
2,6809,40,2,1,1,2,1,0,1,40,2
5,6810,61,1,2,1,23,1,13,1,61,1
5,6810,61,1,2,1,23,1,13,1,61,1
8,6811,38,2,1,1,29,1,5,1,38,2
6,6812,43,2,1,1,38,1,2,1,43,2
16,6813,168,3,4,1,167,3,1,1,168,3
5,6814,58,1,1,1,10,1,15,1,58,1
97,6815,39,2,1,1,39,1,0,1,14,2
22,6816,107,5,2,1,17,1,3,1,107,5
47,6817,22,2,0,1,22,1,0,1,17,2
16,6818,86,1,3,1,60,2,1,1,86,1
47,6819,45,2,1,1,26,1,0,1,45,2
45,6820,77,1,2,1,7,1,5,1,77,1
45,6820,77,1,2,1,7,1,5,1,77,1
18,6821,62,1,1,1,25,1,2,1,62,1
124,6822,88,1,1,1,44,1,0,1,88,1
3,6823,61,1,1,1,38,1,3,1,61,1
3,6823,61,1,1,1,38,1,3,1,61,1
12,6824,123,5,4,1,123,5,1,1,123,5
5,6825,62,1,2,1,27,1,7,1,62,1
12,6826,39,2,1,1,16,1,0,1,39,2
5,6827,73,1,2,1,3,1,20,1,73,1
47,6828,43,2,0,1,25,1,0,1,43,2
20,6829,55,1,1,1,30,1,5,1,55,1
4,6830,33,2,1,1,33,1,1,1,27,2
65,6831,37,2,1,1,37,1,0,1,12,2
73,6832,113,5,1,1,20,1,1,1,113,5
5,6833,57,1,1,1,26,1,8,1,57,1
2,6834,26,2,1,1,17,1,2,1,26,2
3,6835,71,1,1,1,46,1,1,1,71,1
5,6836,40,2,1,1,32,1,4,1,40,2
69,6837,45,2,1,1,40,1,1,1,45,2
7,6838,206,4,12,1,3,1,51,2,206,4
7,6839,168,3,6,1,67,2,18,1,168,3
7,6840,56,1,1,1,24,1,5,1,56,1
23,6841,82,1,2,1,15,1,13,1,82,1
23,6841,82,1,2,1,15,1,13,1,82,1
8,6842,31,2,1,1,31,1,2,1,23,2
5,6843,39,2,1,1,39,1,1,1,27,2
5,6843,39,2,1,1,39,1,1,1,27,2
5,6843,39,2,1,1,39,1,1,1,27,2
5,6843,39,2,1,1,39,1,1,1,27,2
5,6843,39,2,1,1,39,1,1,1,27,2
38,6844,72,1,1,1,46,1,0,1,72,1
29,6845,66,1,3,1,8,1,0,1,66,1
54,6846,28,2,1,1,17,1,5,1,28,2
31,6847,61,1,2,1,21,1,5,1,61,1
20,6848,64,1,1,1,39,1,2,1,64,1
8,6849,38,2,1,1,33,1,4,1,38,2
3,6850,65,1,1,1,32,1,2,1,65,1
54,6851,40,2,1,1,26,1,6,1,40,2
35,6852,29,2,1,1,29,1,3,1,19,2
69,6853,79,1,1,1,20,1,1,1,79,1
69,6853,79,1,1,1,20,1,1,1,79,1
10,6854,60,1,2,1,7,1,3,1,60,1
5,6855,64,1,2,1,13,1,19,1,64,1
20,6856,55,1,1,1,36,1,3,1,55,1
5,6857,35,2,1,1,31,1,7,1,35,2
15,6858,38,2,1,1,38,1,3,1,14,2
15,6858,38,2,1,1,38,1,3,1,14,2
20,6859,36,2,1,1,33,1,2,1,36,2
65,6860,37,2,1,1,34,1,1,1,37,2
5,6861,103,5,5,1,6,1,41,1,103,5
6,6862,36,2,1,1,32,1,3,1,36,2
10,6863,39,2,1,1,3,1,3,1,39,2
22,6864,83,1,2,1,14,1,3,1,83,1
73,6865,53,1,1,1,13,1,1,1,53,1
5,6866,73,1,2,1,14,1,19,1,73,1
5,6867,65,1,2,1,6,1,10,1,65,1
20,6868,41,2,1,1,36,1,1,1,41,2
5,6869,67,1,2,1,17,1,16,1,67,1
5,6869,67,1,2,1,17,1,16,1,67,1
28,6870,41,2,1,1,34,1,0,1,41,2
5,6871,51,1,1,1,42,1,3,1,51,1
5,6872,57,1,2,1,34,1,11,1,57,1
3,6873,41,2,1,1,41,1,2,1,38,2
5,6874,81,1,3,1,7,1,22,1,81,1
5,6874,81,1,3,1,7,1,22,1,81,1
13,6875,43,2,1,1,43,1,2,1,38,2
23,6876,43,2,1,1,43,1,1,1,38,2
30,6877,31,2,1,1,31,1,2,1,16,2
5,6878,39,2,1,1,22,1,7,1,39,2
5,6878,39,2,1,1,22,1,7,1,39,2
93,6879,49,2,1,1,32,1,6,1,49,2
5,6880,24,2,0,1,24,1,1,1,19,2
1,6881,34,2,1,1,34,1,0,1,23,2
5,6882,39,2,1,1,39,1,3,1,26,2
105,6883,150,3,10,1,28,1,6,1,150,3
65,6884,44,2,1,1,39,1,0,1,44,2
1,6885,33,2,1,1,33,1,0,1,29,2
12,6886,203,4,4,1,203,4,4,1,158,3
25,6887,57,1,2,1,21,1,0,1,57,1
28,6888,44,2,1,1,44,1,0,1,27,2
18,6889,42,2,0,1,13,1,0,1,42,2
5,6890,44,2,1,1,37,1,4,1,44,2
3,6891,77,1,1,1,43,1,4,1,77,1
31,6892,41,2,1,1,22,1,3,1,41,2
7,6893,149,5,4,1,149,5,2,1,120,5
92,6894,27,2,1,1,17,1,0,1,27,2
3,6895,69,1,1,1,45,1,2,1,69,1
9,6896,40,2,1,1,23,1,3,1,40,2
15,6897,33,2,0,1,33,1,1,1,10,2
6,6898,46,2,1,1,30,1,3,1,46,2
64,6899,71,1,1,1,22,1,0,1,71,1
5,6900,118,5,4,1,3,1,41,1,118,5
5,6900,118,5,4,1,3,1,41,1,118,5
9,6901,107,5,2,1,24,1,4,1,107,5
1,6902,36,2,1,1,36,1,0,1,22,2
23,6903,47,2,1,1,47,1,0,1,38,2
16,6904,60,1,1,1,28,1,2,1,60,1
22,6905,71,1,2,1,8,1,6,1,71,1
54,6906,34,2,1,1,19,1,4,1,34,2
69,6907,59,1,2,1,36,1,8,1,59,1
23,6908,40,2,1,1,40,1,1,1,16,2
9,6909,58,1,1,1,22,1,4,1,58,1
1,6910,48,2,1,1,48,1,1,1,33,2
3,6911,39,2,1,1,28,1,4,1,39,2
9,6912,72,1,2,1,20,1,6,1,72,1
3,6913,74,1,2,1,37,1,7,1,74,1
3,6914,50,2,1,1,47,1,2,1,50,2
6,6915,42,2,1,1,30,1,4,1,42,2
46,6916,161,3,3,1,129,5,1,1,161,3
2,6917,83,1,2,1,11,1,4,1,83,1
47,6918,21,2,0,1,21,1,0,1,17,2
20,6919,46,2,1,1,41,1,2,1,46,2
20,6920,52,1,1,1,45,1,2,1,52,1
5,6921,73,1,2,1,30,1,8,1,73,1
3,6922,54,1,1,1,54,2,2,1,51,1
9,6923,46,2,0,1,46,1,0,1,15,2
60,6924,49,2,1,1,33,1,0,1,49,2
7,6925,58,1,1,1,39,1,8,1,58,1
5,6926,154,3,3,1,15,1,5,1,154,3
5,6926,154,3,3,1,15,1,5,1,154,3
5,6926,154,3,3,1,15,1,5,1,154,3
16,6927,174,3,1,1,37,1,0,1,174,3
3,6928,68,1,1,1,42,1,5,1,68,1
3,6929,44,2,1,1,29,1,3,1,44,2
6,6930,56,1,1,1,27,1,4,1,56,1
3,6931,82,1,1,1,39,1,3,1,82,1
9,6932,150,3,1,1,34,1,2,1,150,3
2,6933,14,2,0,1,14,1,0,1,9,2
6,6934,42,2,1,1,27,1,5,1,42,2
23,6935,50,2,1,1,46,1,2,1,50,2
9,6936,150,3,1,1,30,1,2,1,150,3
63,6937,50,2,1,1,19,1,0,1,50,2
85,6938,68,1,2,1,14,1,0,1,68,1
65,6939,41,2,1,1,41,1,0,1,22,2
85,6940,58,1,1,1,20,1,0,1,58,1
8,6941,36,2,1,1,34,1,2,1,36,2
6,6942,37,2,1,1,30,1,3,1,37,2
16,6943,174,3,3,1,156,3,3,1,174,3
5,6944,60,1,2,1,14,1,20,1,60,1
5,6945,65,1,1,1,34,1,1,1,65,1
5,6946,42,2,1,1,40,1,6,1,42,2
5,6947,53,1,1,1,12,1,10,1,53,1
78,6948,68,1,3,1,15,1,1,1,68,1
78,6948,68,1,3,1,15,1,1,1,68,1
78,6948,68,1,3,1,15,1,1,1,68,1
78,6948,68,1,3,1,15,1,1,1,68,1
9,6949,55,1,2,1,28,1,3,1,55,1
20,6950,69,1,1,1,36,1,3,1,69,1
5,6951,55,1,2,1,25,1,10,1,55,1
5,6951,55,1,2,1,25,1,10,1,55,1
5,6952,46,2,1,1,30,1,3,1,46,2
3,6953,67,1,1,1,28,1,4,1,67,1
3,6954,60,1,2,1,47,1,8,1,60,1
4,6955,74,1,1,1,40,1,2,1,74,1
15,6956,28,2,1,1,28,1,2,1,15,2
5,6957,38,2,1,1,38,1,4,1,33,2
5,6957,38,2,1,1,38,1,4,1,33,2
5,6957,38,2,1,1,38,1,4,1,33,2
28,6958,41,2,1,1,41,1,0,1,28,2
20,6959,64,1,2,1,29,1,8,1,64,1
10,6960,40,2,1,1,17,1,0,1,40,2
5,6961,61,1,2,1,33,1,6,1,61,1
5,6961,61,1,2,1,33,1,6,1,61,1
31,6962,52,1,1,1,30,1,1,1,52,1
31,6962,52,1,1,1,30,1,1,1,52,1
14,6963,151,3,7,1,14,1,6,1,151,3
23,6964,55,1,1,1,46,1,2,1,55,1
62,6965,65,1,1,1,37,1,1,1,65,1
6,6966,67,1,1,1,28,1,7,1,67,1
5,6967,48,2,1,1,31,1,5,1,48,2
5,6968,103,5,2,1,7,1,14,1,103,5
22,6969,30,2,0,1,30,1,2,1,3,2
22,6969,30,2,0,1,30,1,2,1,3,2
5,6970,48,2,0,1,24,1,0,1,48,2
16,6971,181,3,4,1,181,3,2,1,176,3
42,6972,41,2,1,1,16,1,0,1,41,2
5,6973,77,1,2,1,17,1,21,1,77,1
20,6974,57,1,1,1,32,1,4,1,57,1
69,6975,47,2,1,1,45,1,0,1,47,2
69,6975,47,2,1,1,45,1,0,1,47,2
9,6976,30,2,1,1,24,1,8,1,30,2
20,6977,59,1,1,1,25,1,6,1,59,1
28,6978,57,1,1,1,38,1,0,1,57,1
105,6979,82,1,2,1,23,1,0,1,82,1
3,6980,67,1,1,1,37,1,4,1,67,1
23,6981,26,2,0,1,26,1,1,1,22,2
23,6982,52,1,1,1,43,1,2,1,52,1
5,6983,45,2,2,1,45,1,6,1,45,2
3,6984,63,1,1,1,35,1,3,1,63,1
113,6985,25,2,0,1,20,1,0,1,25,2
3,6986,52,1,2,1,45,1,5,1,52,1
5,6987,41,2,1,1,41,1,2,1,38,2
5,6987,41,2,1,1,41,1,2,1,38,2
31,6988,63,1,1,1,24,1,2,1,63,1
9,6989,52,1,1,1,32,1,5,1,52,1
1,6990,61,1,1,1,45,1,0,1,61,1
52,6991,124,5,1,1,12,1,6,1,124,5
39,6992,90,1,2,1,43,1,5,1,90,1
103,6993,61,1,3,1,21,1,1,1,61,1
8,6994,30,2,1,1,25,1,5,1,30,2
3,6995,56,1,1,1,34,1,3,1,56,1
5,6996,44,2,1,1,10,1,5,1,44,2
5,6996,44,2,1,1,10,1,5,1,44,2
5,6996,44,2,1,1,10,1,5,1,44,2
5,6996,44,2,1,1,10,1,5,1,44,2
13,6997,34,2,1,1,34,1,1,1,17,2
5,6998,66,1,2,1,14,1,25,1,66,1
5,6999,50,2,1,1,13,1,12,1,50,2
3,7000,68,1,1,1,31,1,4,1,68,1
108,7001,43,2,1,1,19,1,0,1,43,2
140,7002,26,2,2,1,7,1,0,1,26,2
5,7003,46,2,1,1,27,1,5,1,46,2
5,7004,52,1,1,1,39,1,3,1,52,1
5,7004,52,1,1,1,39,1,3,1,52,1
5,7004,52,1,1,1,39,1,3,1,52,1
5,7004,52,1,1,1,39,1,3,1,52,1
5,7004,52,1,1,1,39,1,3,1,52,1
5,7004,52,1,1,1,39,1,3,1,52,1
9,7005,46,2,1,1,36,1,2,1,46,2
20,7006,62,1,1,1,28,1,6,1,62,1
7,7007,202,4,3,1,202,4,10,1,153,3
6,7008,63,1,1,1,31,1,5,1,63,1
5,7009,55,1,2,1,19,1,7,1,55,1
5,7009,55,1,2,1,19,1,7,1,55,1
123,7010,90,1,1,1,66,2,0,1,90,1
20,7011,58,1,1,1,40,1,1,1,58,1
1,7012,45,2,1,1,28,1,0,1,45,2
3,7013,65,1,1,1,37,1,2,1,65,1
54,7014,36,2,1,1,32,1,1,1,36,2
5,7015,60,1,1,1,23,1,12,1,60,1
9,7016,62,1,1,1,33,1,1,1,62,1
9,7017,53,1,1,1,32,1,2,1,53,1
9,7018,36,2,1,1,28,1,3,1,36,2
133,7019,71,1,1,1,41,1,0,1,71,1
94,7020,79,1,1,1,41,1,1,1,79,1
1,7021,38,2,1,1,38,1,0,1,4,2
59,7022,40,2,1,1,40,1,0,1,34,2
23,7023,67,1,1,1,67,2,2,1,61,1
25,7024,65,1,2,1,29,1,1,1,65,1
3,7025,79,1,2,1,22,1,5,1,79,1
8,7026,54,1,1,1,35,1,4,1,54,1
90,7027,103,5,2,1,31,1,1,1,103,5
20,7028,71,1,1,1,37,1,2,1,71,1
69,7029,81,1,2,1,17,1,23,1,81,1
5,7030,55,1,1,1,16,1,3,1,55,1
3,7031,67,1,1,1,36,1,4,1,67,1
1,7032,39,2,1,1,39,1,0,1,38,2
54,7033,25,2,0,1,25,1,0,1,9,2
2,7034,19,2,1,1,8,1,1,1,19,2
47,7035,41,2,0,1,18,1,0,1,41,2
7,7036,47,2,2,1,37,1,0,1,47,2
6,7037,51,1,1,1,36,1,3,1,51,1
16,7038,50,2,1,1,33,1,0,1,50,2
1,7039,40,2,1,1,40,1,0,1,28,2
5,7040,90,1,2,1,17,1,18,1,90,1
5,7041,69,1,2,1,25,1,12,1,69,1
5,7041,69,1,2,1,25,1,12,1,69,1
15,7042,35,2,1,1,35,1,3,1,17,2
15,7042,35,2,1,1,35,1,3,1,17,2
8,7043,53,1,1,1,35,1,5,1,53,1
5,7044,91,1,3,1,7,1,31,1,91,1
30,7045,48,2,1,1,18,1,1,1,48,2
30,7045,48,2,1,1,18,1,1,1,48,2
30,7045,48,2,1,1,18,1,1,1,48,2
30,7045,48,2,1,1,18,1,1,1,48,2
1,7046,32,2,1,1,32,1,0,1,21,2
37,7047,64,1,1,1,37,1,1,1,64,1
47,7048,27,2,0,1,23,1,0,1,27,2
9,7049,67,1,1,1,46,1,1,1,67,1
20,7050,44,2,1,1,44,1,0,1,33,2
20,7051,52,1,1,1,47,1,0,1,52,1
2,7052,21,2,0,1,21,1,0,1,16,2
12,7053,160,3,5,1,17,1,17,1,160,3
59,7054,42,2,1,1,19,1,2,1,42,2
7,7055,80,1,4,1,14,1,9,1,80,1
5,7056,59,1,1,1,39,1,2,1,59,1
5,7056,59,1,1,1,39,1,2,1,59,1
5,7057,43,2,1,1,27,1,3,1,43,2
16,7058,166,3,2,1,55,2,0,1,166,3
28,7059,45,2,0,1,45,1,0,1,43,2
57,7060,122,5,3,1,3,1,6,1,122,5
5,7061,45,2,1,1,41,1,1,1,45,2
5,7061,45,2,1,1,41,1,1,1,45,2
12,7062,225,4,11,1,9,1,63,2,225,4
5,7063,55,1,1,1,32,1,1,1,55,1
22,7064,81,1,1,1,23,1,0,1,81,1
16,7065,171,3,5,1,62,2,6,1,171,3
22,7066,35,2,0,1,27,1,0,1,35,2
6,7067,54,1,1,1,38,1,1,1,54,1
5,7068,22,2,1,1,20,1,5,1,22,2
10,7069,76,1,2,1,19,1,1,1,76,1
54,7070,43,2,1,1,43,1,0,1,16,2
54,7070,43,2,1,1,43,1,0,1,16,2
5,7071,50,2,1,1,26,1,7,1,50,2
3,7072,82,1,1,1,49,1,0,1,82,1
100,7073,157,3,2,1,24,1,1,1,157,3
20,7074,54,1,1,1,48,1,0,1,54,1
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
5,7075,49,2,1,1,49,1,0,1,27,2
22,7076,57,1,1,1,26,1,1,1,57,1
22,7076,57,1,1,1,26,1,1,1,57,1
10,7077,97,1,0,1,27,1,0,1,97,1
10,7077,97,1,0,1,27,1,0,1,97,1
10,7077,97,1,0,1,27,1,0,1,97,1
18,7078,151,3,2,1,25,1,6,1,151,3
16,7079,169,3,3,1,86,2,5,1,169,3
53,7080,79,1,1,1,46,1,0,1,79,1
16,7081,77,1,2,1,20,1,4,1,77,1
2,7082,48,2,1,1,3,1,0,1,48,2
16,7083,111,5,2,1,36,1,5,1,111,5
5,7084,54,1,1,1,33,1,1,1,54,1
5,7084,54,1,1,1,33,1,1,1,54,1
5,7084,54,1,1,1,33,1,1,1,54,1
5,7085,42,2,1,1,42,1,1,1,42,2
20,7086,63,1,1,1,59,2,0,1,63,1
3,7087,57,1,1,1,54,2,0,1,57,1
10,7088,29,2,1,1,11,1,0,1,29,2
35,7089,39,2,0,1,39,1,0,1,16,2
9,7090,51,1,1,1,51,2,2,1,38,2
5,7091,57,1,1,1,48,1,3,1,57,1
9,7092,69,1,1,1,55,2,0,1,69,1
8,7093,54,1,1,1,40,1,1,1,54,1
2,7094,45,2,1,1,21,1,1,1,45,2
4,7095,44,2,1,1,44,1,0,1,43,2
85,7096,55,1,1,1,16,1,0,1,55,1
16,7097,154,3,2,1,73,2,2,1,154,3
1,7098,42,2,1,1,42,1,0,1,18,2
20,7099,57,1,1,1,55,2,0,1,57,1
100,7100,119,5,2,1,30,1,1,1,119,5
73,7101,40,2,1,1,20,1,0,1,40,2
18,7102,92,1,2,1,26,1,9,1,92,1
2,7103,33,2,1,1,21,1,0,1,33,2
2,7104,28,2,0,1,23,1,0,1,28,2
2,7104,28,2,0,1,23,1,0,1,28,2
93,7105,37,2,1,1,37,1,0,1,32,2
93,7105,37,2,1,1,37,1,0,1,32,2
54,7106,41,2,1,1,41,1,0,1,15,2
9,7107,42,2,1,1,42,1,0,1,26,2
5,7108,37,2,1,1,29,1,2,1,37,2
22,7109,59,1,1,1,26,1,0,1,59,1
3,7110,75,1,1,1,69,2,0,1,75,1
34,7111,21,2,0,1,21,1,8,1,18,2
5,7112,51,1,1,1,32,1,1,1,51,1
7,7113,153,3,2,1,31,1,8,1,153,3
1,7114,39,2,1,1,39,1,0,1,18,2
1,7115,30,2,1,1,30,1,0,1,8,2
7,7116,283,4,19,1,0,1,58,2,283,4
12,7117,188,3,10,1,5,1,27,1,188,3
1,7118,39,2,1,1,33,1,0,1,39,2
5,7119,35,2,1,1,35,1,2,1,32,2
20,7120,42,2,1,1,39,1,0,1,42,2
5,7121,56,1,1,1,39,1,1,1,56,1
5,7121,56,1,1,1,39,1,1,1,56,1
5,7121,56,1,1,1,39,1,1,1,56,1
20,7122,43,2,1,1,43,1,0,1,23,2
5,7123,52,1,1,1,32,1,4,1,52,1
1,7124,39,2,1,1,39,1,0,1,21,2
5,7125,66,1,1,1,66,2,1,1,20,2
23,7126,46,2,1,1,31,1,4,1,46,2
16,7127,152,3,4,1,29,1,9,1,152,3
15,7128,36,2,1,1,32,1,1,1,36,2
22,7129,57,1,1,1,21,1,1,1,57,1
3,7130,78,1,1,1,47,1,0,1,78,1
8,7131,38,2,1,1,38,1,0,1,30,2
5,7132,71,1,2,1,37,1,4,1,71,1
5,7133,39,2,1,1,27,1,1,1,39,2
5,7133,39,2,1,1,27,1,1,1,39,2
49,7134,66,1,1,1,22,1,2,1,66,1
6,7135,52,1,1,1,37,1,1,1,52,1
23,7136,95,1,3,1,24,1,15,1,95,1
23,7137,73,1,2,1,29,1,8,1,73,1
8,7138,38,2,1,1,38,1,0,1,35,2
5,7139,37,2,1,1,37,1,2,1,26,2
15,7140,43,2,1,1,38,1,0,1,43,2
32,7141,43,2,1,1,43,1,0,1,12,2
9,7142,40,2,1,1,40,1,0,1,29,2
6,7143,52,1,1,1,37,1,1,1,52,1
20,7144,57,1,1,1,49,1,0,1,57,1
20,7145,44,2,1,1,43,1,0,1,44,2
23,7146,102,5,3,1,25,1,17,1,102,5
11,7147,45,2,1,1,45,1,0,1,41,2
23,7148,63,1,1,1,14,1,5,1,63,1
23,7149,46,2,1,1,29,1,6,1,46,2
23,7149,46,2,1,1,29,1,6,1,46,2
23,7149,46,2,1,1,29,1,6,1,46,2
58,7150,69,1,1,1,45,1,0,1,69,1
18,7151,55,1,1,1,21,1,0,1,55,1
5,7152,33,2,1,1,31,1,2,1,33,2
23,7153,130,5,3,1,6,1,24,1,130,5
5,7154,33,2,0,1,22,1,3,1,33,2
45,7155,57,1,1,1,24,1,0,1,57,1
45,7155,57,1,1,1,24,1,0,1,57,1
45,7155,57,1,1,1,24,1,0,1,57,1
5,7156,33,2,1,1,33,1,1,1,28,2
85,7157,118,5,2,1,15,1,1,1,118,5
63,7158,40,2,1,1,21,1,0,1,40,2
16,7159,161,3,5,1,20,1,10,1,161,3
5,7160,59,1,1,1,36,1,2,1,59,1
10,7161,55,1,1,1,20,1,0,1,55,1
3,7162,59,1,1,1,59,2,0,1,46,2
5,7163,72,1,1,1,72,2,1,1,65,1
3,7164,89,1,1,1,63,2,0,1,89,1
5,7165,58,1,1,1,46,1,1,1,58,1
54,7166,41,2,1,1,41,1,0,1,15,2
9,7167,70,1,1,1,41,1,1,1,70,1
3,7168,62,1,1,1,62,2,0,1,50,2
16,7169,145,5,1,1,37,1,2,1,145,5
5,7170,50,2,1,1,50,1,2,1,50,2
5,7171,51,1,1,1,38,1,2,1,51,1
16,7172,35,2,1,1,19,1,2,1,35,2
5,7173,55,1,1,1,47,1,1,1,55,1
149,7174,34,2,0,1,25,1,0,1,34,2
29,7175,135,5,3,1,29,1,0,1,135,5
69,7176,36,2,1,1,36,1,0,1,6,2
108,7177,50,2,1,1,27,1,0,1,50,2
2,7178,25,2,0,1,25,1,0,1,25,2
5,7179,47,2,1,1,33,1,3,1,47,2
7,7180,118,5,5,1,79,2,10,1,118,5
5,7181,54,1,1,1,28,1,7,1,54,1
5,7181,54,1,1,1,28,1,7,1,54,1
3,7182,85,1,1,1,85,2,0,1,37,2
5,7183,53,1,1,1,47,1,3,1,53,1
5,7184,52,1,1,1,22,1,5,1,52,1
5,7185,44,2,1,1,42,1,2,1,44,2
127,7186,21,2,1,1,15,1,0,1,21,2
7,7187,157,3,5,1,89,2,15,1,157,3
2,7188,40,2,1,1,17,1,1,1,40,2
45,7189,44,2,1,1,23,1,0,1,44,2
16,7190,192,3,9,1,5,1,23,1,192,3
16,7191,159,3,2,1,63,2,2,1,159,3
1,7192,41,2,1,1,41,1,0,1,39,2
5,7193,105,5,3,1,15,1,20,1,105,5
5,7194,49,2,1,1,38,1,2,1,49,2
106,7195,77,1,1,1,47,1,0,1,77,1
1,7196,49,2,1,1,49,1,0,1,11,2
1,7197,73,1,1,1,23,1,0,1,73,1
5,7198,82,1,2,1,41,1,7,1,82,1
5,7198,82,1,2,1,41,1,7,1,82,1
5,7198,82,1,2,1,41,1,7,1,82,1
20,7199,39,2,1,1,39,1,0,1,35,2
108,7200,32,2,1,1,18,1,0,1,32,2
5,7201,49,2,1,1,32,1,4,1,49,2
5,7201,49,2,1,1,32,1,4,1,49,2
5,7201,49,2,1,1,32,1,4,1,49,2
23,7202,133,5,3,1,4,1,12,1,133,5
82,7203,75,1,1,1,14,1,0,1,75,1
20,7204,67,1,1,1,62,2,0,1,67,1
20,7205,39,2,1,1,39,1,0,1,29,2
5,7206,40,2,1,1,31,1,4,1,40,2
23,7207,81,1,2,1,24,1,12,1,81,1
23,7207,81,1,2,1,24,1,12,1,81,1
3,7208,66,1,1,1,66,2,0,1,47,2
111,7209,49,2,1,1,26,1,0,1,49,2
5,7210,77,1,1,1,49,1,3,1,77,1
49,7211,58,1,1,1,24,1,1,1,58,1
5,7212,58,1,1,1,42,1,1,1,58,1
37,7213,59,1,1,1,59,2,0,1,52,1
8,7214,39,2,1,1,39,1,1,1,32,2
9,7215,80,1,1,1,80,2,1,1,25,2
2,7216,22,2,0,1,22,1,0,1,14,2
2,7216,22,2,0,1,22,1,0,1,14,2
2,7216,22,2,0,1,22,1,0,1,14,2
9,7217,51,1,1,1,51,2,0,1,39,2
6,7218,53,1,1,1,38,1,2,1,53,1
38,7219,154,3,2,1,32,1,2,1,154,3
7,7220,95,1,3,1,35,1,3,1,95,1
16,7221,59,1,1,1,27,1,2,1,59,1
5,7222,50,2,2,1,26,1,7,1,50,2
5,7222,50,2,2,1,26,1,7,1,50,2
69,7223,56,1,1,1,19,1,1,1,56,1
1,7224,33,2,2,1,18,1,1,1,33,2
28,7225,56,1,1,1,56,2,1,1,26,2
20,7226,64,1,1,1,51,2,0,1,64,1
40,7227,21,2,1,1,20,1,0,1,21,2
62,7228,73,1,1,1,46,1,0,1,73,1
48,7229,150,3,3,1,24,1,10,1,150,3
20,7230,55,1,1,1,44,1,1,1,55,1
15,7231,40,2,1,1,34,1,1,1,40,2
4,7232,64,1,1,1,44,1,1,1,64,1
5,7233,110,5,0,1,28,1,0,1,110,5
2,7234,42,2,1,1,6,1,0,1,42,2
2,7235,50,2,1,1,21,1,0,1,50,2
20,7236,44,2,1,1,44,1,0,1,42,2
5,7237,56,1,1,1,42,1,1,1,56,1
5,7237,56,1,1,1,42,1,1,1,56,1
